year,category,nominee,workers,winner
1953,Film | British Actor in 1953,Ralph Richardson,The Sound Barrier,True
1995,Film | Actress in a Supporting Role in 1995,Anjelica Huston,Manhattan Murder Mystery,False
1995,Film | Adapted Screenplay in 1995,Paul Attanasio,Quiz Show,True
1995,Film | Adapted Screenplay in 1995,Ronald Harwood,The Browning Version,False
1995,Film | Adapted Screenplay in 1995,Eric Roth,Forrest Gump,False
1995,Film | Adapted Screenplay in 1995,"Amy Tan, Ronald Bass",The Joy Luck Club,False
1995,Film | Editing in 1995,Speed,John Wright,True
1995,Film | Editing in 1995,Forrest Gump,Arthur Schmidt,False
1995,Film | Editing in 1995,Four Weddings And A Funeral,Jon Gregory,False
1995,Film | Editing in 1995,Pulp Fiction,Sally Menke,False
1995,Film | Film Not in the English Language in 1995,To Live (Huozhe),"Chiu Fu Sheng, Zhang Yimou",True
1995,Film | Film Not in the English Language in 1995,The Age Of Beauty (Belle Epoque),Fernando Trueba,False
1995,Film | Film Not in the English Language in 1995,Three Colours Red (Trois Couleurs: Rouge),"Marin Karmitz, Krzysztof Kieslowski",False
1995,Film | Film Not in the English Language in 1995,"Eat Drink, Man Woman (Yin Shi Nan Nu)","Li-Kong Hsu, Ang Lee",False
1995,Film | Original Screenplay in 1995,Pulp Fiction,"Quentin Tarantino, Roger Avary",True
1995,Film | Original Screenplay in 1995,"The Adventures Of Priscilla, Queen Of The Desert",Stephan Elliott,False
1995,Film | Original Screenplay in 1995,Four Weddings And A Funeral,Richard Curtis,False
1995,Film | Original Screenplay in 1995,Philadelphia,Ron Nyswaner,False
1995,Film | Original Screenplay in 1995,Three Colours Red (Trois Couleurs: Rouge),"Krzysztof Kieslowski, Krzysztof Piesiewicz",False
1995,Film | Production Design in 1995,Interview With The Vampire,Dante Ferretti,True
1995,Film | Production Design in 1995,"The Adventures Of Priscilla, Queen Of The Desert","Owen Paterson, Colin Gibson",False
1995,Film | Production Design in 1995,Mary Shelley's Frankenstein,Tim Harvey,False
1995,Film | Production Design in 1995,The Mask,Craig Stearns,False
1996,Film | Actor in a Leading Role in 1996,Nigel Hawthorne,The Madness Of King George,True
1996,Film | Actor in a Leading Role in 1996,Nicolas Cage,Leaving Las Vegas,False
1996,Film | Actor in a Leading Role in 1996,Jonathan Pryce,Carrington,False
1996,Film | Actor in a Leading Role in 1996,Massimo Troisi,The Postman (Il Postino),False
1996,Film | Actor in a Supporting Role in 1996,Tim Roth,Rob Roy,True
1996,Film | Actor in a Supporting Role in 1996,Ian Holm,The Madness Of King George,False
1996,Film | Actor in a Supporting Role in 1996,Martin Landau,Ed Wood,False
1996,Film | Actor in a Supporting Role in 1996,Alan Rickman,Sense And Sensibility,False
1996,Film | Actress in a Leading Role in 1996,Emma Thompson,Sense And Sensibility,True
1996,Film | Actress in a Leading Role in 1996,Nicole Kidman,To Die For,False
1996,Film | Actress in a Leading Role in 1996,Helen Mirren,The Madness Of King George,False
1996,Film | Actress in a Leading Role in 1996,Elisabeth Shue,Leaving Las Vegas,False
1996,Film | Actress in a Supporting Role in 1996,Kate Winslet,Sense And Sensibility,True
1996,Film | Actress in a Supporting Role in 1996,Joan Allen,Nixon,False
1996,Film | Actress in a Supporting Role in 1996,Mira Sorvino,Mighty Aphrodite,False
1996,Film | Actress in a Supporting Role in 1996,Elizabeth Spriggs,Sense And Sensibility,False
1996,Film | Adapted Screenplay in 1996,John Hodge,Trainspotting,True
1996,Film | Adapted Screenplay in 1996,"George Miller, Chris Noonan",Babe,False
1996,Film | Adapted Screenplay in 1996,Mike Figgis,Leaving Las Vegas,False
1996,Film | Adapted Screenplay in 1996,Alan Bennett,The Madness Of King George,False
1996,Film | Adapted Screenplay in 1996,"Anna Pavignano, Michael Radford, Furio Scarpelli, Giacomo Scarpelli, Massimo Troisi",The Postman (Il Postino),False
1996,Film | Adapted Screenplay in 1996,Emma Thompson,Sense And Sensibility,False
1996,Film | Editing in 1996,The Usual Suspects,John Ottman,True
1996,Film | Editing in 1996,Apollo 13,"Mike Hill, Dan Hanley",False
1996,Film | Editing in 1996,Babe,"Marcus D'Arcy, Jay Friedkin",False
1996,Film | Editing in 1996,The Madness Of King George,Tariq Anwar,False
1996,Film | Film Not in the English Language in 1996,The Postman (Il Postino),"Mario Cecchi Gori, Vittorio Cecchi Gori, Gaetano Daniele, Michael Radford",True
1996,Film | Film Not in the English Language in 1996,Les Miserables,Claude Lelouch,False
1996,Film | Film Not in the English Language in 1996,Queen Margot (La Reine Margot),"Pierre Grunstein, Patrice Chereau",False
1996,Film | Film Not in the English Language in 1996,Burnt By The Sun (Utomlyonnye Solntsem),"Nikita Mikhalkov, Michel Seydoux",False
1996,Film | Original Screenplay in 1996,The Usual Suspects,Christopher McQuarrie,True
1996,Film | Original Screenplay in 1996,Bullets Over Broadway,"Woody Allen, Douglas McGrath",False
1996,Film | Original Screenplay in 1996,Muriel's Wedding,PJ Hogan,False
1996,Film | Original Screenplay in 1996,Seven,Andrew Kevin Walker,False
1996,Film | Production Design in 1996,Apollo 13,Michael Corenblith,True
1996,Film | Production Design in 1996,Braveheart,Tom Sanders,False
1996,Film | Production Design in 1996,The Madness Of King George,Ken Adam,False
1996,Film | Production Design in 1996,Sense And Sensibility,Luciana Arrighi,False
2001,Film | Actor in a Leading Role in 2001,Jamie Bell,Billy Elliot,True
2001,Film | Actor in a Leading Role in 2001,Russell Crowe,Gladiator,False
2001,Film | Actor in a Leading Role in 2001,Michael Douglas,Wonder Boys,False
2001,Film | Actor in a Leading Role in 2001,Tom Hanks,Cast Away,False
2001,Film | Actor in a Leading Role in 2001,Geoffrey Rush,Quills,False
2001,Film | Actor in a Supporting Role in 2001,Benicio Del Toro,Traffic,True
2001,Film | Actor in a Supporting Role in 2001,Albert Finney,Erin Brockovich,False
2001,Film | Actor in a Supporting Role in 2001,Gary Lewis,Billy Elliot,False
2001,Film | Actor in a Supporting Role in 2001,Joaquin Phoenix,Gladiator,False
2001,Film | Actor in a Supporting Role in 2001,Oliver Reed,Gladiator,False
2001,Film | Actress in a Leading Role in 2001,Julia Roberts,Erin Brockovich,True
2001,Film | Actress in a Leading Role in 2001,Juliette Binoche,Chocolat,False
2001,Film | Actress in a Leading Role in 2001,Kate Hudson,Almost Famous,False
2001,Film | Actress in a Leading Role in 2001,Hilary Swank,Boys Don't Cry,False
2001,Film | Actress in a Leading Role in 2001,Michelle Yeoh,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",False
2001,Film | Actress in a Supporting Role in 2001,Julie Walters,Billy Elliot,True
2001,Film | Actress in a Supporting Role in 2001,Judi Dench,Chocolat,False
2001,Film | Actress in a Supporting Role in 2001,Frances McDormand,Almost Famous,False
2001,Film | Actress in a Supporting Role in 2001,Lena Olin,Chocolat,False
2001,Film | Actress in a Supporting Role in 2001,Zhang Ziyi,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",False
2001,Film | Adapted Screenplay in 2001,Stephen Gaghan,Traffic,True
2001,Film | Adapted Screenplay in 2001,Robert Nelson Jacobs,Chocolat,False
2001,Film | Adapted Screenplay in 2001,"DV De Vincentis, Steve Pink, John Cusack, Scott Rosenberg",High Fidelity,False
2001,Film | Adapted Screenplay in 2001,"James Schamus, Wang Hui-Ling, Tsai Kuo-Jung","Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",False
2001,Film | Adapted Screenplay in 2001,Steve Kloves,Wonder Boys,False
2001,Film | Editing in 2001,Gladiator,Pietro Scalia,True
2001,Film | Editing in 2001,Billy Elliot,John Wilson,False
2001,Film | Editing in 2001,Erin Brockovich,Anne V Coates,False
2001,Film | Editing in 2001,Traffic,Stephen Mirrione,False
2001,Film | Editing in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",Tim Squyres,False
2001,Film | Film Not in the English Language in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)","Bill Kong, Hsu Li Kong, Ang Lee",True
2001,Film | Film Not in the English Language in 2001,In The Mood For Love (Fa Yeung Nin Wa),Wong Kar-Wai,False
2001,Film | Film Not in the English Language in 2001,The Girl On The Bridge (La Fille Sur Le Pont),"Christian Fechner, Patrice Leconte",False
2001,Film | Film Not in the English Language in 2001,"Harry, He's Here To Help (Harry, Un Ami Qui Vous Veut Du Bien)","Michel Saint-Jean, Dominik Moll",False
2001,Film | Film Not in the English Language in 2001,Malena,"Harvey Weinstein, Carlo Bernasconi, Giuseppe Tornatore",False
2001,Film | Original Screenplay in 2001,Almost Famous,Cameron Crowe,True
2001,Film | Original Screenplay in 2001,Billy Elliot,Lee Hall,False
2001,Film | Original Screenplay in 2001,Erin Brockovich,Susannah Grant,False
2001,Film | Original Screenplay in 2001,Gladiator,"David Franzoni, John Logan, William Nicholson",False
2001,Film | Original Screenplay in 2001,O Brother Where Art Thou?,"Ethan Coen, Joel Coen",False
2001,Film | Production Design in 2001,Gladiator,Arthur Max,True
2001,Film | Production Design in 2001,Chocolat,David Gropman,False
2001,Film | Production Design in 2001,O Brother Where Art Thou?,Dennis Gassner,False
2001,Film | Production Design in 2001,Quills,Martin Childs,False
2001,Film | Production Design in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",Tim Yip,False
2016,Film | Adapted Screenplay in 2016,"Adam McKay, Charles Randolph",The Big Short,True
2016,Film | Adapted Screenplay in 2016,Nick Hornby,Brooklyn,False
2016,Film | Adapted Screenplay in 2016,Phyllis Nagy,Carol,False
2016,Film | Adapted Screenplay in 2016,Emma Donoghue,Room,False
2016,Film | Adapted Screenplay in 2016,Aaron Sorkin,Steve Jobs,False
2016,Film | British Short Animation in 2016,Edmond,"Nina Gantz, Emilie Jouffroy",True
2016,Film | British Short Animation in 2016,Manoman,"Simon Cartwright, Kamilla Kristiane Hodol",False
2016,Film | British Short Animation in 2016,Prologue,"Imogen Sutton, Richard Williams",False
2016,Film | British Short Film in 2016,Operator,"Caroline Bartleet, Rebecca Morgan",True
2016,Film | British Short Film in 2016,Elephant,"Nick Helm, Alex Moody, Esther Smith",False
2016,Film | British Short Film in 2016,Mining Poems Or Odes,"Jack Cocker, Callum Rice",False
2016,Film | British Short Film in 2016,Over,"Jörn Threlfall, Jeremy Bannister",False
2016,Film | British Short Film in 2016,Samuel-613,"Cheyenne Conway, Billy Lumby",False
2016,Film | Director in 2016,Alejandro G. Iñárritu,The Revenant,True
2016,Film | Director in 2016,Adam McKay,The Big Short,False
2016,Film | Director in 2016,Steven Spielberg,Bridge of Spies,False
2016,Film | Director in 2016,Todd Haynes,Carol,False
2016,Film | Director in 2016,Ridley Scott,The Martian,False
2016,Film | Documentary in 2016,Amy,"James Gay-Rees, Asif Kapadia",True
2016,Film | Documentary in 2016,Cartel Land,"Matthew Heineman, Tom Yellin",False
2016,Film | Documentary in 2016,He Named Me Malala,"Davis Guggenheim, Laurie MacDonald, Walter Parkes",False
2016,Film | Documentary in 2016,Listen To Me Marlon,"John Battsek, George Chignell, RJ Cutler, Stevan Riley",False
2016,Film | Documentary in 2016,Sherpa,"Bridget Ikin, Jennifer Peedom, John Smithson",False
2016,Film | Editing in 2016,Mad Max: Fury Road,Margaret Sixel,True
2016,Film | Editing in 2016,The Big Short,Hank Corwin,False
2016,Film | Editing in 2016,Bridge Of Spies,Michael Kahn,False
2016,Film | Editing in 2016,The Martian,Pietro Scalia,False
2016,Film | Editing in 2016,The Revenant,Stephen Mirrione,False
2016,Film | Film Not in the English Language in 2016,Wild Tales,Damián Szifron,True
2016,Film | Film Not in the English Language in 2016,The Assassin,Hou Hsiao-Hsien,False
2016,Film | Film Not in the English Language in 2016,Force Majeure,Ruben Östlund,False
2016,Film | Film Not in the English Language in 2016,Theeb,Naji Abu Nowar,False
2016,Film | Film Not in the English Language in 2016,Timbuktu,Abderrahmane Sissako,False
2016,Film | Leading Actor in 2016,Leonardo DiCaprio,The Revenant,True
2016,Film | Leading Actor in 2016,Bryan Cranston,Trumbo,False
2016,Film | Leading Actor in 2016,Eddie Redmayne,The Danish Girl,False
2016,Film | Leading Actor in 2016,Matt Damon,The Martian,False
2016,Film | Leading Actor in 2016,Michael Fassbender,Steve Jobs,False
2016,Film | Leading Actress in 2016,Brie Larson,Room,True
2016,Film | Leading Actress in 2016,Alicia Vikander,The Danish Girl,False
2016,Film | Leading Actress in 2016,Cate Blanchett,Carol,False
2016,Film | Leading Actress in 2016,Maggie Smith,The Lady in the Van,False
2016,Film | Leading Actress in 2016,Saoirse Ronan,Brooklyn,False
2016,Film | Original Screenplay in 2016,Spotlight,"Tom McCarthy, Josh Singer",True
2016,Film | Original Screenplay in 2016,Bridge Of Spies,"Matthew Charman, Ethan Coen, Joel Coen",False
2016,Film | Original Screenplay in 2016,Ex Machina,Alex Garland,False
2016,Film | Original Screenplay in 2016,The Hateful Eight,Quentin Tarantino,False
2016,Film | Original Screenplay in 2016,Inside Out,"Josh Cooley, Pete Docter, Meg LeFauve",False
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016","Naji Abu Nowar, Rupert Lloyd",Theeb,True
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016",Alex Garland,Ex Machina,False
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016",Debbie Tucker Green,Second Coming,False
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016","Sean McAllister, Elhum Shakerifar",A Syrian Love Story,False
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016",Stephen Fingleton,The Survivalist,False
2016,Film | Production Design in 2016,Mad Max: Fury Road,"Colin Gibson, Lisa Thompson",True
2016,Film | Production Design in 2016,Bridge Of Spies,"Rena DeAngelo, Adam Stockhausen, Bernhard Henrich",False
2016,Film | Production Design in 2016,Carol,"Judy Becker, Heather Loeffler",False
2016,Film | Production Design in 2016,The Martian,"Arthur Max, Celia Bobak",False
2016,Film | Production Design in 2016,Star Wars: The Force Awakens,"Rick Carter, Darren Gilford, Lee Sandales",False
2016,Film | Supporting Actor in 2016,Bridge Of Spies,Mark Rylance,True
2016,Film | Supporting Actor in 2016,Sicario,Benicio Del Toro,False
2016,Film | Supporting Actor in 2016,The Big Short,Christian Bale,False
2016,Film | Supporting Actor in 2016,Beasts Of No Nation,Idris Elba,False
2016,Film | Supporting Actor in 2016,Spotlight,Mark Ruffalo,False
2016,Film | Supporting Actress in 2016,Steve Jobs,Kate Winslet,True
2016,Film | Supporting Actress in 2016,Ex Machina,Alicia Vikander,False
2016,Film | Supporting Actress in 2016,The Hateful Eight,Jennifer Jason Leigh,False
2016,Film | Supporting Actress in 2016,Brooklyn,Julie Walters,False
2016,Film | Supporting Actress in 2016,Carol,Rooney Mara,False
2017,Film | Adapted Screenplay in 2017,Luke Davies,Lion,True
2017,Film | Adapted Screenplay in 2017,"Robert Schenkkan, Andrew Knight",Hacksaw Ridge,False
2017,Film | Adapted Screenplay in 2017,"Theodore Melfi, Allison Schroeder",Hidden Figures,False
2017,Film | Adapted Screenplay in 2017,Tom Ford,Nocturnal Animals,False
2017,Film | British Short Animation in 2017,A Love Story,"Khaled Gad, Anushka Kashani Naanayakkara, Elena Ruscombe-King",True
2017,Film | British Short Animation in 2017,The Alan Dimension,"Jac Clinch, Jonathan Harbottle, Millie Marsh",False
2017,Film | British Short Animation in 2017,Tough,Jennifer Zheng,False
2017,Film | British Short Film in 2017,Home,"Shpat Deda, Afolabi Kuti, Daniel Mulloy, Scott ODonnell",True
2017,Film | British Short Film in 2017,Consumed,Richard John Seymour,False
2017,Film | British Short Film in 2017,Mouth of Hell,"Bart Gavigan, Samir Mehanovic, Allie Smith, Michael Wilson",False
2017,Film | British Short Film in 2017,The Party,"Farah Abushwesha, Emmet Fleming, Andrea Harkin, Conor MacNeill",False
2017,Film | British Short Film in 2017,Standby,"Charlotte Regan, Jack Hannon",False
2017,Film | Director in 2017,Damien Chazelle,La La Land,True
2017,Film | Director in 2017,Denis Villeneuve,Arrival,False
2017,Film | Director in 2017,Ken Loach,I Daniel Blake,False
2017,Film | Director in 2017,Kenneth Lonergan,Manchester by the Sea,False
2017,Film | Director in 2017,Tom Ford,Nocturnal Animals,False
2017,Film | Documentary in 2017,13th,"Ava Duvernay, Spencer Averick, Howard Barish",True
2017,Film | Documentary in 2017,The Beatles: Eight Days A Week - The Touring Years,"Ron Howard, Brian Grazer, Scott Pascucci, Nigel Sinclair",False
2017,Film | Documentary in 2017,The Eagle Huntress,"Otto Bell, Stacey Reiss",False
2017,Film | Documentary in 2017,Notes on Blindness,"Peter Middleton, James Spinney",False
2017,Film | Documentary in 2017,Weiner,"Josh Kriegman, Elyse Steinberg",False
2017,Film | Editing in 2017,Hacksaw Ridge,John Gilbert,True
2017,Film | Editing in 2017,Arrival,Joe Walker,False
2017,Film | Editing in 2017,La La Land,Tom Cross,False
2017,Film | Editing in 2017,Nocturnal Animals,Joan Sobel,False
2017,Film | Editing in 2017,Manchester by the Sea,Jennifer Lame,False
2017,Film | Film Not in the English Language in 2017,Son of Saul,"László Nemes, Gábor Sipos",True
2017,Film | Film Not in the English Language in 2017,Dheepan,"Jacques Audiard, Pascal Caucheteux",False
2017,Film | Film Not in the English Language in 2017,Julieta,"Pedro Almodóvar, Agustín Almodóvar",False
2017,Film | Film Not in the English Language in 2017,Mustang,"Deniz Gamze Ergüven, Charles Gillibert",False
2017,Film | Film Not in the English Language in 2017,Toni Erdmann,"Maren Ade, Janine Jackowski",False
2017,Film | Leading Actor in 2017,Casey Affleck,Manchester by the Sea,True
2017,Film | Leading Actor in 2017,Andrew Garfield,Hacksaw Ridge,False
2017,Film | Leading Actor in 2017,Jake Gyllenhaal,Nocturnal Animals,False
2017,Film | Leading Actor in 2017,Ryan Gosling,La La Land,False
2017,Film | Leading Actor in 2017,Viggo Mortensen,Captain Fantastic,False
2017,Film | Leading Actress in 2017,Emma Stone,La La Land,True
2017,Film | Leading Actress in 2017,Amy Adams,Arrival,False
2017,Film | Leading Actress in 2017,Emily Blunt,The Girl on the Train,False
2017,Film | Leading Actress in 2017,Meryl Streep,Florence Foster Jenkins,False
2017,Film | Leading Actress in 2017,Natalie Portman,Jackie,False
2017,Film | Original Screenplay in 2017,Manchester by the Sea,Kenneth Lonergan,True
2017,Film | Original Screenplay in 2017,Hell or High Water,Taylor Sheridan,False
2017,Film | Original Screenplay in 2017,"I, Daniel Blake",Paul Laverty,False
2017,Film | Original Screenplay in 2017,La La Land,Damien Chazelle,False
2017,Film | Original Screenplay in 2017,Moonlight,Barry Jenkins,False
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","Babak Anvari, Emily Leo, Oliver Roskill, Lucan Toh",Under The Shadow,True
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","Mike Carey , Camille Gatin",The Girl with All the Gifts,False
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","George Amponsah, Dionne Walker",The Hard Stop,False
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","Pete Middleton James Spinney, Jo-Jo Ellison",Notes on Blindness,False
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","John Donnelly, Ben A. Williams",The Pass,False
2017,Film | Production Design in 2017,Fantastic Beasts and Where to Find Them,"Stuart Craig, Anna Pinnock",True
2017,Film | Production Design in 2017,Doctor Strange,"John Bush, Charles Wood",False
2017,Film | Production Design in 2017,"Hail, Caesar!","Jess Gonchor, Nancy Haigh",False
2017,Film | Production Design in 2017,La La Land,"Sandy Reynolds-Wasco, David Wasco",False
2017,Film | Production Design in 2017,Nocturnal Animals,"Shane Valentino, Meg Everist",False
2017,Film | Supporting Actor in 2017,Lion,Dev Patel,True
2017,Film | Supporting Actor in 2017,Nocturnal Animals,Aaron Taylor-Johnson,False
2017,Film | Supporting Actor in 2017,Hell or High Water,Jeff Bridges,False
2017,Film | Supporting Actor in 2017,Florence Foster Jenkins,Hugh Grant,False
2017,Film | Supporting Actor in 2017,Moonlight,Mahershala Ali,False
2017,Film | Supporting Actress in 2017,Fences,Viola Davis,True
2017,Film | Supporting Actress in 2017,I Daniel Blake,Hayley Squires,False
2017,Film | Supporting Actress in 2017,Manchester by the Sea,Michelle Williams,False
2017,Film | Supporting Actress in 2017,Moonlight,Naomie Harris,False
2017,Film | Supporting Actress in 2017,Lion,Nicole Kidman,False
2018,Film | Adapted Screenplay in 2018,James Ivory,Call Me by Your Name,True
2018,Film | Adapted Screenplay in 2018,"Armando Iannucci, Ian Martin, David Schneider",The Death of Stalin,False
2018,Film | Adapted Screenplay in 2018,Matt Greenhalgh,Film Stars Don't Die in Liverpool,False
2018,Film | Adapted Screenplay in 2018,Aaron Sorkin,Molly's Game,False
2018,Film | Adapted Screenplay in 2018,"Simon Farnaby, Paul King",Paddington 2,False
2018,Film | Best Film in 2018,"Three Billboards Outside Ebbing, Missouri","Graham Broadbent, Pete Czernin, Martin McDonagh",True
2018,Film | Best Film in 2018,Call Me by Your Name,"Emilie Georges, Luca Guadagnino, Marco Morabito, Peter Spears",False
2018,Film | Best Film in 2018,Darkest Hour,"Tim Bevan, Lisa Bruce, Eric Fellner, Anthony McCarten, Douglas Urbanski",False
2018,Film | Best Film in 2018,Dunkirk,"Christopher Nolan, Emma Thomas",False
2018,Film | Best Film in 2018,The Shape of Water,"Guillermo del Toro, J. Miles Dale",False
2018,Film | British Short Animation in 2018,Poles Apart,"Paloma Baeza, Ser En Low",True
2018,Film | British Short Animation in 2018,Have Heart,Will Anderson,False
2018,Film | British Short Animation in 2018,Mamoon,Ben Steer,False
2018,Film | British Short Film in 2018,Cowboy Dave,"Colin O'Toole, Jonas Mortensen",True
2018,Film | British Short Film in 2018,Aamir,"Vika Evdokimenko, Emma Stone, Oliver Shuster",False
2018,Film | British Short Film in 2018,A Drowning Man,"Mahdi Fleifel, Signe Byrge Sørensen, Patrick Campbell",False
2018,Film | British Short Film in 2018,Work,"Aneil Karia, Scott O'Donnell",False
2018,Film | British Short Film in 2018,Wren Boys,"Harry Lighton, Sorcha Bacon, John Fitzpatrick",False
2018,Film | Director in 2018,The Shape of Water,Guillermo del Toro,True
2018,Film | Director in 2018,Blade Runner 2049,Denis Villeneuve,False
2018,Film | Director in 2018,Call Me by Your Name,Luca Guadagnino,False
2018,Film | Director in 2018,Dunkirk,Christopher Nolan,False
2018,Film | Director in 2018,"Three Billboards Outside Ebbing, Missouri",Martin McDonagh,False
2018,Film | Documentary in 2018,I Am Not Your Negro,Raoul Peck,True
2018,Film | Documentary in 2018,City of Ghosts,Matthew Heineman,False
2018,Film | Documentary in 2018,Icarus,"Bryan Fogel, Dan Cogan",False
2018,Film | Documentary in 2018,An Inconvenient Sequel,"Bonni Cohen, Jon Shenk",False
2018,Film | Documentary in 2018,Jane,"Brett Morgen, Bryan Burk",False
2018,Film | Editing in 2018,Baby Driver,"Jonathan Amos, Paul Machliss",True
2018,Film | Editing in 2018,Blade Runner 2049,Joe Walker,False
2018,Film | Editing in 2018,Dunkirk,Lee Smith,False
2018,Film | Editing in 2018,The Shape of Water,Sidney Wolinsky,False
2018,Film | Editing in 2018,"Three Billboards Outside Ebbing, Missouri",Jon Gregory,False
2018,Film | Film Not in the English Language in 2018,The Handmaiden,"Park Chan-wook, Syd Lim",True
2018,Film | Film Not in the English Language in 2018,Elle,"Paul Verhoeven, Saïd Ben Saïd",False
2018,Film | Film Not in the English Language in 2018,First They Killed My Father,"Angelina Jolie, Rithy Panh",False
2018,Film | Film Not in the English Language in 2018,Loveless,"Andrey Zvyagintsev, Alexander Rodnyansky",False
2018,Film | Film Not in the English Language in 2018,The Salesman,"Asghar Farhadi, Alexandre Mallet-Guy",False
2018,Film | Leading Actor in 2018,Gary Oldman,Darkest Hour,True
2018,Film | Leading Actor in 2018,Daniel Day-Lewis,Phantom Thread,False
2018,Film | Leading Actor in 2018,Daniel Kaluuya,Get Out,False
2018,Film | Leading Actor in 2018,Jamie Bell,Film Stars Don't Die in Liverpool,False
2018,Film | Leading Actor in 2018,Timothée Chalamet,Call Me by Your Name,False
2018,Film | Leading Actress in 2018,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",True
2018,Film | Leading Actress in 2018,Annette Bening,Film Stars Don't Die in Liverpool,False
2018,Film | Leading Actress in 2018,Margot Robbie,"I, Tonya",False
2018,Film | Leading Actress in 2018,Sally Hawkins,The Shape of Water,False
2018,Film | Leading Actress in 2018,Saoirse Ronan,Lady Bird,False
2018,Film | Original Screenplay in 2018,"Three Billboards Outside Ebbing, Missouri",Martin McDonagh,True
2018,Film | Original Screenplay in 2018,Get Out,Jordan Peele,False
2018,Film | Original Screenplay in 2018,"I, Tonya",Steven Rogers,False
2018,Film | Original Screenplay in 2018,Lady Bird,Greta Gerwig,False
2018,Film | Original Screenplay in 2018,The Shape of Water,"Guillermo del Toro, Vanessa Taylor",False
2018,"Film | Outstanding Debut by a British Writer, Director or Producer in 2018",I Am Not a Witch,"Rungano Nyoni (Writer/Director), Emily Morgan (Producer)",True
2018,"Film | Outstanding Debut by a British Writer, Director or Producer in 2018",The Ghoul,"Gareth Tunley (Writer/Director/Producer), Jack Healy Guttmann (Producer), Tom Meeten (Producer)",False
2018,"Film | Outstanding Debut by a British Writer, Director or Producer in 2018",Jawbone,"Johnny Harris (Writer/Producer), Thomas Napper (Director)",False
2018,"Film | Outstanding Debut by a British Writer, Director or Producer in 2018",Kingdom of Us,Lucy Cohen (Director),False
2018,"Film | Outstanding Debut by a British Writer, Director or Producer in 2018",Lady Macbeth,"Alice Birch (Writer), William Oldroyd (Director), Fodhla Cronin O'Reilly (Producer)",False
2018,Film | Production Design in 2018,The Shape of Water,"Paul Austerberry, Jeff Melvin, Shane Vieau",True
2018,Film | Production Design in 2018,Beauty and the Beast,"Sarah Greenwood, Katie Spencer",False
2018,Film | Production Design in 2018,Blade Runner 2049,"Dennis Gassner, Alessandra Querzola",False
2018,Film | Production Design in 2018,Darkest Hour,"Sarah Greenwood, Katie Spencer",False
2018,Film | Production Design in 2018,Dunkirk,"Nathan Crowley, Gary Fettis",False
2018,Film | Supporting Actor in 2018,"Three Billboards Outside Ebbing, Missouri",Sam Rockwell,True
2018,Film | Supporting Actor in 2018,All the Money in the World,Christopher Plummer,False
2018,Film | Supporting Actor in 2018,Paddington 2,Hugh Grant,False
2018,Film | Supporting Actor in 2018,The Florida Project,Willem Dafoe,False
2018,Film | Supporting Actor in 2018,"Three Billboards Outside Ebbing, Missouri",Woody Harrelson,False
2018,Film | Supporting Actress in 2018,"I, Tonya",Allison Janney,True
2018,Film | Supporting Actress in 2018,Darkest Hour,Kristin Scott Thomas,False
2018,Film | Supporting Actress in 2018,Lady Bird,Laurie Metcalf,False
2018,Film | Supporting Actress in 2018,Phantom Thread,Lesley Manville,False
2018,Film | Supporting Actress in 2018,The Shape of Water,Octavia Spencer,False
2019,Film | Adapted Screenplay in 2019,"Spike Lee, David Rabinowitz, Charlie Wachtel, Kevin Willmott",BlacKkKlansman,True
2019,Film | Adapted Screenplay in 2019,"Nicole Holofcener, Jeff Whitty",Can You Ever Forgive Me?,False
2019,Film | Adapted Screenplay in 2019,Josh Singer,First Man,False
2019,Film | Adapted Screenplay in 2019,Barry Jenkins,If Beale Street Could Talk,False
2019,Film | Adapted Screenplay in 2019,"Bradley Cooper, Will Fetters, Eric Roth",A Star Is Born,False
2019,Film | Best Film in 2019,Roma,"Alfonso Cuaron, Gabriela Rodriguez",True
2019,Film | Best Film in 2019,BlacKkKlansman,"Jason Blum, Spike Lee, Raymond Mansfield, Sean McKittrick, Jordan Peele",False
2019,Film | Best Film in 2019,The Favourite,"Ceci Dempsey, Ed Guiney, Yorgos Lanthimos, Lee Magiday",False
2019,Film | Best Film in 2019,Green Book,"Jim Burke, Brian Currie, Peter Farrelly, Nick Vallelonga, Charles B. Wessler",False
