id,year,category,nominee,staff,company,producer,win
6629,2008, Cinematography For A Half-Hour Series,In Treatment,"Fred Murphy, ASC",HBO,"Sheleg, Closest To The Hole Productions and Leverage in association with HBO Entertainment",False
6630,2008, Cinematography For A Half-Hour Series,Californication,"Peter Levy, A.C.S.",Showtime,"Showtime Presents, Aggressive Mediocrity, And Then.",True
6631,2008, Cinematography For A Half-Hour Series,According To Jim,"George Mooradian, Director of Photography",ABC,ABC Studios in association with Brad Grey Television,False
6632,2008, Cinematography For A Half-Hour Series,Scrubs,"John Inwood, Director of Photography",NBC,ABC Studios,False
6633,2008, Cinematography For A Miniseries Or Movie,The Company,"Ben Nott, A.C.S.",TNT,Scott Free/John Callery Productions in association with Sony Pictures Television,False
6634,2008, Cinematography For A Miniseries Or Movie,Sense & Sensibility (MASTERPIECE),"Sean Bobbitt, Director of Photography",PBS,A BBC and WGBH/Boston co-production,False
6635,2008, Cinematography For A Miniseries Or Movie,The Andromeda Strain,"Jon Joffin, Director of Photography",A&E,"Scott Free/Traveler's Rest Productions in association with Universal Pictures, A&E Network",False
6636,2008, Cinematography For A Miniseries Or Movie,Bernard And Doris,"Mauricio Rubinstein, Director of Photography",HBO,Trigger Street Independent Productions in association with Little Bird and Chicago Films and HBO Films,False
6637,2008, Cinematography For A Miniseries Or Movie,John Adams,"Tak Fujimoto, ASC Danny Cohen, Director of Photography",HBO,Playtone in association with HBO Films,False
6638,2008, Cinematography For A Miniseries Or Movie,John Adams,"Tak Fujimoto, ASC",HBO,Playtone in association with HBO Films,True
6639,2008, Cinematography For A One Hour Series,Mad Men,"Phil Abraham, Director of Photography",AMC,Lionsgate Television,True
6640,2008, Cinematography For A One Hour Series,Dexter,"Romeo Tirone, Director of Photography",Showtime,"Showtime Presents, John Goldwyn Productions, The Colleton Company, Chip Johannessen Productions",False
6641,2008, Cinematography For A One Hour Series,Rescue Me,"Tom Houghton, Director of Photography",FX Networks,"Apostle, Dreamworks Television and The Cloudland Company in association with Sony Pictures Television",False
6642,2008, Cinematography For A One Hour Series,Lost,"John Bartley, ASC",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",False
6643,2008, Cinematography For A One Hour Series,Battlestar Galactica,"Stephen McNutt, ASC",Sci Fi Channel,R+D TV in association with NBC Universal Television Studio,False
6644,2008, Cinematography For A One Hour Series,Breaking Bad,"John Toll, ASC",AMC,Sony Pictures Television,False
6645,2008, Cinematography For Nonfiction Programming,Deadliest Catch,"Cinematography Team, i>",Discovery Channel,"Original Productions, LLC, a FremantleMedia Company for the Discovery Channel",True
6646,2008, Cinematography For Nonfiction Programming,Meerkat Manor,"Ted Giffords, Camera John Waters, Camera Ralph Bower, Camera",Animal Planet,An Oxford Scientific Films/Animal Planet Production,False
6647,2008, Cinematography For Nonfiction Programming,Ice Road Truckers,"Cinematography Team, i>",History Channel,"Produced by Original Productions, LLC for History Channel, A&E Television Networks",False
6648,2008, Cinematography For Nonfiction Programming,This American Life,"Adam Beckman, Director of Photography",Showtime,"Showtime Presents in association with Chicago Public Radio, Killer Films, Inc., Left/Right, Inc.",False
6649,2008, Cinematography For Nonfiction Programming,Autism: The Musical,"Tricia Regan, Cinematographer",HBO,Bunim-Murray Productions and In Effect Films in association with HBO Documentary Films,False
6676,2008, Directing For Nonfiction Programming,Project Runway,"Tony Sacco, Director",Bravo,"The Weinstein Company, Miramax Films, Bunim-Murray Productions and Full Picture",False
6677,2008, Directing For Nonfiction Programming,The War,"Ken Burns, Director Lynn Novick, Director",PBS,"The American Lives II Film Project, LLC in association with WETA Washington, DC",False
6678,2008, Directing For Nonfiction Programming,The Amazing Race,"Bertram van Munster, Director",CBS,World Race Productions Inc.,False
6679,2008, Directing For Nonfiction Programming,This American Life,"Christopher Wilcha, Director Adam Beckman, Director",Showtime,"Showtime Presents in association with Chicago Public Radio, Killer Films, Inc., Left/Right, Inc.",True
6680,2008, Directing For Nonfiction Programming,Autism: The Musical,"Tricia Regan, Director",HBO,Bunim-Murray Productions and In Effect Films in association with HBO Documentary Films,False
6708,2008, Made For Television Movie,Bernard And Doris,"Jonathan Cavendish, Executive Producer Adam Kassen, Executive Producer Mark Kassen, Executive Producer Bob Balaban, Executive Producer Dana Brunetti, Executive Producer Kevin Spacey, Executive Producer Mark Olsen, Co-Executive Producer",HBO,Trigger Street Independent Productions in association with Little Bird and Chicago Films and HBO Films,False
6709,2008, Made For Television Movie,Extras: The Extra Special Series Finale,"Ricky Gervais, Executive Producer Stephen Merchant, Executive Producer Jon Plowman, Executive Producer Charlie Hanson, Producer",HBO,BBC and HBO Entertainment,False
6710,2008, Made For Television Movie,The Memory Keeper's Daughter,"Howard Braunstein, Executive Producer Michael Jaffe, Executive Producer Michael Mahoney, Produced By",Lifetime,Produced by Jaffe/Braunstein Entertainment LLC and Sony Pictures Television for Lifetime Television,False
6711,2008, Made For Television Movie,A Raisin In The Sun,"Craig Zadan, Executive Producer Neil Meron, Executive Producer Sean Combs, Executive Producer Carl Rumbaugh, Executive Producer Susan Batson, Executive Producer David Binder, Executive Producer John M. Eckert, Produced By",ABC,Storyline Entertainment and Bad Boy World Wide Entertainment Group in association with Sony Pictures Television,False
6712,2008, Made For Television Movie,Recount,"Paula Weinstein, Executive Producer Len Amato, Executive Producer Sydney Pollack, Executive Producer Jay Roach, Executive Producer Michael Hausman, Produced By",HBO,"Spring Creek/Mirage Productions in association with Trigger Street Productions, Everyman Pictures and HBO Films",True
6731,2008, Miniseries,Cranford (MASTERPIECE),"Kate Harwood, Executive Producer Rebecca Eaton, Executive Producer Sue Birtwistle, Producer",PBS,A BBC and WGBH/Boston co-production,False
6732,2008, Miniseries,John Adams,"Tom Hanks, Executive Producer Gary Goetzman, Executive Producer Kirk Ellis, Co-Executive Producer Frank Doelger, Co-Executive Producer David Coatsworth, Produced by Steven Shareshian, Produced by",HBO,Playtone in association with HBO Films,True
6733,2008, Miniseries,The Andromeda Strain,"Ridley Scott, Executive Producer Tony Scott, Executive Producer David W. Zucker, Executive Producer Tom Thayer, Executive Producer Mikael Salomon, Co-Executive Producer Clara George, Produced By",A&E,"Scott Free/Traveler's Rest Productions in association with Universal Pictures, A&E Network",False
6734,2008, Miniseries,Tin Man,"Robert Halmi, Sr., Executive Producer Robert Halmi, Jr., Executive Producer Michael O'Connor, Executive Producer Steven Long Mitchell, Executive Producer Craig W. Van Sickle, Executive Producer Matthew O'Connor, Producer Robert Halmi, Jr",Sci Fi Channel,RHI Entertainment,False
6863,2008," Special Visual Effects For A Miniseries, Movie Or A Special",The Company,"Viktor Muller, Visual Effects Supervisor Vit Komrzy, Visual Effects Producer Jan Vseticek, Visual Effects Coordinator Miro Gal, Lead Digital Compositor Peter Nemec, Lead Digital Compositor Jiri Stamfest, Lead Digital Matte Painter Jaroslav Matys, Lead 3D Digital Artist",TNT,Scott Free/John Callery Productions in association with Sony Pictures Television,False
6864,2008," Special Visual Effects For A Miniseries, Movie Or A Special",Life After People,"Matt Drummond, Visual Effects Supervisor Max Ivins, Visual Effects Supervisor Steffen Schlachtenhaufen, Visual Effects Producer Melinka Thompson-Godoy, Visual Effects Producer Andrea D'Amico, Visual Effects Producer Danny Kim, Matte Painter/Compositor Dave Morton,  James Allen May, Digital Artist Casey Benn, Digital Artist",History Channel,"Flight 33 Productions for History Television Network Productions, A&E Television Networks",False
6865,2008," Special Visual Effects For A Miniseries, Movie Or A Special",Tin Man,"Lee Wilson, Visual Effects Supervisor Lisa Sepp-Wilson, Visual Effects Producer Sebastien Bergeron, Digital Effects Supervisor  Todd Liddiard, Lead Visual Effecs Compositor Philippe Thibault, Lead Visual Effects Compositor Les Quinn, CGI Supervisor Mike Goddard, Lead CGI Artist  Ken Lee, Lead CGI Artist  Andrew Domachowski, Lead CGI Artist",Sci Fi Channel,RHI Entertainment,False
6866,2008," Special Visual Effects For A Miniseries, Movie Or A Special",John Adams,"Erik Henry, Visual Effects Supervisor Jeff Goldman, Visual Effects Supervisor Paul Graff, Visual Effects Supervisor Steve Kullback, Visual Effects Producer Christina Graff, Visual Effects Producer David Van Dyke, Visual Effects Producer ROBERT STROMBERG, Visual Effects Designer Edwardo Mendez, Compositing Supervisor Ken Gorrell, Special Effects Coordinator",HBO,Playtone in association with HBO Films,True
6867,2008," Special Visual Effects For A Miniseries, Movie Or A Special",Comanche Moon,"Scott Ramsey, Visual Effects Supervisor Randy Moore, Special Effects Supervisor Chris Martin, Visual Effects Compositor Megan Omi, Visual Effects Compositor Richard Sachar, Visual Effects Compositor Ragui Hanna, Visual Effects Compositor Daniel Kumiega, Visual Effects Animator Cedric Tomacruz, Matte Painter Kristin Johnson, Matte Painter",CBS,The Firm / Sony Pictures Television / CBS Paramount,False
6868,2008, Special Visual Effects For A Series,Human Body: Pushing The Limits,"Tim Goodchild, Visual Effects Supervisor Louise Hussey, Visual Effects Producer Mike Tucker, Special Effects Supervisor Nick Kool, Lead Model Maker Hayden Jones, CGI Supervisor Mark Pascoe, Lead CGI Artist Angela Noble, Lead CGI Artist Peter Tyler, Visual Effects Cameraman",Discovery Channel,Dangerous Films Ltd. in association with Discovery Channel,False
6869,2008, Special Visual Effects For A Series,Terminator: The Sarah Connor Chronicles,"James Lima, Visual Effects Supervisor Jon Massey, Visual Effects Producer Chris Zapara, CG Supervisor Lane Jolly, Compositing Supervisor Steve Graves, 3D Modeler/Animator Rick Shick, Compositor Jeff West, Compositor Bradley Mullennix, Modeler Andrew Orloff, Visual Effects Producer",FOX,C2 Pictures in association with Warner Bros. Television,False
6870,2008, Special Visual Effects For A Series,Heroes,"Eric Grenaudier, Visual Effects Supervisor Mark Spatny, Visual Effects Producer Gary D'Amico, Special Effects Supervisor Mike Enriquez, Lead CGI Artist Michael Cook, Lead CGI Artist Diego Galtieri, Lead Visual Effects Compositor Ryan Wieber, Lead Visual Effects Compositor Chris Martin, Lead Visual Effects Compositor Daniel Kumiega, Lead CGI Animator",NBC,Universal Media Studios in association with Tailwind Productions,False
6871,2008, Special Visual Effects For A Series,Jericho,"Michael Cliett, CGI Supervisor Andrew Orloff, Visual Effects Supervisor Blythe Dalton, Visual Effects Producer John Stirber, Special Effects Supervisor Chris Jones, Compositing Supervisor Lane Jolly, Lead Visual Effects Compositor Johnathan R. Banta, Lead Matte Artist Josh Hooker, Lead CGI Artist",CBS,CBS Paramount Television,False
6872,2008, Special Visual Effects For A Series,Battlestar Galactica,"Gary Hutzel, Visual Effects Supervisor Michael Gibson, Visual Effects Producer DAVID TAKEMURA, Visual Effects Coordinator DOUG DREXLER, CGI Supervisor Kyle Toucher, CG Artist Sean Jackson, CG Artist Pierre Drolet, CG Modeler Aurore de Blois, Senior Compositor Derek Ledbetter, Compositor",Sci Fi Channel,R+D TV in association with NBC Universal Television Studio,True
6873,2008, Special Visual Effects For A Series,Stargate Atlantis,"Mark Savela, Visual Effects Supervisor Shannon Gurney, Visual Effects Coordinator Erica Henderson, Lead Visual Effects Compositor Jason Gross, CGI Supervisor Jamie Yukio Kawano, Lead CGI Artist Michael Lowes, Lead CGI Artist Giles Hancock, Lead Matte Artist Jeremy Kehler, Lead Visual Effects Compositor Daniel Osaki, Lead Model Maker",Sci Fi Channel,"Pegasus Productions IV Inc., Metro-Goldwyn-Mayer Studios Inc.",False
6888,2008, Voice-Over Performance,The War,"Keith David, as Narrator",PBS,"The American Lives II Film Project, LLC in association with WETA Washington, DC",True
6894,2008, Writing for Nonfiction Programming,Life After People,"David de Vries, Written By",History Channel,"Flight 33 Productions for History Television Network Productions, A&E Television Networks",False
6895,2008, Writing for Nonfiction Programming,The War,"Geoffrey C. Ward, Written By",PBS,"The American Lives II Film Project, LLC in association with WETA Washington, DC",True
6896,2008, Writing for Nonfiction Programming,Intervention,"Jeff Grogan, Written By",A&E,GRB Entertainment for A&E Network,False
6897,2008, Writing for Nonfiction Programming,This American Life,"Ira Glass, Written By",Showtime,"Showtime Presents in association with Chicago Public Radio, Killer Films, Inc., Left/Right, Inc.",False
6898,2008, Writing for Nonfiction Programming,Walt Whitman (American Experience),"Mark Zwonitzer, Written By",PBS,"WGBH Educational Foundation, American Experience",False
6904,2007, Lead Actress In A Drama Series,The Sopranos,"Edie Falco, as Carmela Soprano",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
6905,2007, Lead Actress In A Drama Series,Law & Order: Special Victims Unit,"Mariska Hargitay, as Detective Olivia Benson",NBC,Wolf Films in association with Universal Media Studios,False
6906,2007, Lead Actress In A Drama Series,The Closer,"Kyra Sedgwick, as Dep. Chief  Brenda Leigh Johnson",TNT,The Shephard/Robin Company in association with Warner Bros. Television,False
6907,2007, Lead Actress In A Drama Series,Medium,"Patricia Arquette, as Allison Dubois",NBC,"CBS Paramount Television, Grammnet, Picturemaker Productions",False
6908,2007, Lead Actress In A Drama Series,The Riches,"Minnie Driver, as Dahlia Malloy",FX Networks,FX Productions and Fox Television Studios,False
6909,2007, Lead Actress In A Drama Series,Brothers & Sisters,"Sally Field, as Nora Walker",ABC,A Space Floor TV and Kudos Production in association with 20th Century Fox and ABC Studios,True
6910,2007, Lead Actor In A Drama Series,24,"Kiefer Sutherland, as Jack Bauer",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,False
6911,2007, Lead Actor In A Drama Series,Rescue Me,"Denis Leary, as Tommy Gavin",FX Networks,"Apostle, Dreamworks Television and The Cloudland Company in association with Sony Pictures Television",False
6912,2007, Lead Actor In A Drama Series,Boston Legal,"James Spader, as Alan Shore",ABC,David E. Kelley Productions in association with Twentieth Century Fox Television,True
6913,2007, Lead Actor In A Drama Series,The Sopranos,"James Gandolfini, as Tony Soprano",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
6914,2007, Lead Actor In A Drama Series,House,"Hugh Laurie, as Dr. Gregory House",FOX,"Universal Media Studios in association with Heel and Toe Films, Shore Z Productions and Bad Hat Harry Productions",False
6915,2007, Supporting Actress In A Drama Series,The Sopranos,"Lorraine Bracco, Dr. Jennifer Melfi",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
6916,2007, Supporting Actress In A Drama Series,The Sopranos,"Aida Turturro, Janice Soprano",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
6917,2007, Supporting Actress In A Drama Series,Grey's Anatomy,"Sandra Oh, Cristina Yang",ABC,ABC Studios,False
6918,2007, Supporting Actress In A Drama Series,Brothers & Sisters,"Rachel Griffiths, Sarah Whedon",ABC,A Space Floor TV and Kudos Production in association with 20th Century Fox and ABC Studios,False
6919,2007, Supporting Actress In A Drama Series,Grey's Anatomy,"Chandra Wilson, Dr. Bailey",ABC,ABC Studios,False
6920,2007, Supporting Actress In A Drama Series,Grey's Anatomy,"Katherine Heigl, Isobel 'Izzie' Stevens",ABC,ABC Studios,True
6921,2007, Supporting Actor In A Drama Series,Lost,"Terry O'Quinn, John Locke",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",True
6922,2007, Supporting Actor In A Drama Series,The Sopranos,"Michael Imperioli, Christopher Moltisanti",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
6923,2007, Supporting Actor In A Drama Series,Boston Legal,"William Shatner, Denny Crane",ABC,David E. Kelley Productions in association with Twentieth Century Fox Television,False
6924,2007, Supporting Actor In A Drama Series,Lost,"Michael Emerson, Ben",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",False
6925,2007, Supporting Actor In A Drama Series,Grey's Anatomy,"T.R. Knight, George",ABC,ABC Studios,False
6926,2007, Supporting Actor In A Drama Series,Heroes,"Masi Oka, Hiro Nakamura",NBC,Universal Media Studios in association with Tailwind Productions,False
6927,2007, Guest Actress In A Drama Series,Law & Order: Special Victims Unit,"Leslie Caron, Lorraine Delmas",NBC,Wolf Films in association with Universal Media Studios,True
6928,2007, Guest Actress In A Drama Series,Grey's Anatomy,"Elizabeth Reaser, Jane Doe",ABC,ABC Studios,False
6929,2007, Guest Actress In A Drama Series,Law & Order: Special Victims Unit,"Marcia Gay Harden, Star Morrison",NBC,Wolf Films in association with Universal Media Studios,False
6930,2007, Guest Actress In A Drama Series,Grey's Anatomy,"Kate Burton, Ellis Grey",ABC,ABC Studios,False
6931,2007, Guest Actress In A Drama Series,24,"Jean Smart, Martha Logan",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,False
6932,2007, Guest Actor In A Drama Series,The Sopranos,"Tim Daly, J.T. Dolan",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
6933,2007, Guest Actor In A Drama Series,Studio 60 On The Sunset Strip,"Eli Wallach, Eli Weintraub",NBC,Shoe Money Productions in association with Warner Bros. Television,False
6934,2007, Guest Actor In A Drama Series,Boston Legal,"Christian Clemenson, Jerry 'Hands' Espenson",ABC,David E. Kelley Productions in association with Twentieth Century Fox Television,False
6935,2007, Guest Actor In A Drama Series,House,"David Morse, Michael Tritter",FOX,"Universal Media Studios in association with Heel and Toe Films, Shore Z Productions and Bad Hat Harry Productions",False
6936,2007, Guest Actor In A Drama Series,ER,"Forest Whitaker, Curtis Ames",NBC,"Constant c Productions, Amblin Television in association with Warner Bros. Television",False
6937,2007, Guest Actor In A Drama Series,Studio 60 On The Sunset Strip,"John Goodman, Judge Robert Bebe",NBC,Shoe Money Productions in association with Warner Bros. Television,True
6938,2007, Writing for a Drama Series,Lost,"Damon Lindelof, Written by Carlton Cuse, Written by",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",False
6939,2007, Writing for a Drama Series,Battlestar Galactica,"RONALD D. MOORE, Written by",Sci Fi Channel,R+D TV in association with NBC Universal Television Studio,False
6940,2007, Writing for a Drama Series,The Sopranos,"Matthew Weiner, Writer David Chase, Writer",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
6941,2007, Writing for a Drama Series,The Sopranos,"Terence Winter, Writer",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
6942,2007, Writing for a Drama Series,The Sopranos,"David Chase, Writer",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,True
6943,2007, Directing For A Drama Series,Studio 60 On The Sunset Strip,"Thomas Schlamme, Director",NBC,Shoe Money Productions in association with Warner Bros. Television,False
6944,2007, Directing For A Drama Series,The Sopranos,"Alan Taylor, Director",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,True
6945,2007, Directing For A Drama Series,Heroes,"David Semel, Director",NBC,Universal Media Studios in association with Tailwind Productions,False
6946,2007, Directing For A Drama Series,Battlestar Galactica,"Felix Alcala, Director",Sci Fi Channel,R+D TV in association with NBC Universal Television Studio,False
6947,2007, Directing For A Drama Series,Lost,"JACK BENDER, Director",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",False
6948,2007, Directing For A Drama Series,Boston Legal,"Bill D'Elia, Director",ABC,David E. Kelley Productions in association with Twentieth Century Fox Television,False
6949,2007, Directing For A Drama Series,Friday Night Lights,"Peter Berg, Director",NBC,Imagine Entertainment in association with Universal Media Studios and Film 44,False
6950,2007, Drama Series,The Sopranos,"David Chase, Executive Producer Brad Grey, Executive Producer Ilene S. Landress, Executive Producer Terence Winter, Executive Producer Matthew Weiner, Executive Producer Henry J. Bronchtein, Co-Executive Producer Diane Frolov, Supervising Producer Andrew Schneider, Supervising Producer Martin Bruestle, Producer Gianna Maria Smart, Producer",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,True
6951,2007, Drama Series,Grey's Anatomy,"Shonda Rhimes, Executive Producer Betsy Beers, Executive Producer Mark Gordon, Executive Producer Peter Horton, Executive Producer Krista Vernoff, Executive Producer Mark Wilding, Co-Executive Producer Allan Heinberg, Co-Executive Producer Joan Rater, Supervising Producer Tony Phelan, Co-Executive Producer Rob Corn, Produced By Debora Cahn, Supervising Producer Kip Koenig, Supervising Producer Linda Klein, Producer",ABC,ABC Studios,False
6952,2007, Drama Series,Heroes,"Tim Kring, Executive Producer Dennis Hammer, Executive Producer Allan Arkush, Executive Producer Greg Beeman, Co-Executive Producer Jesse Alexander, Co-Executive Producer Jeph Loeb, Co-Executive Producer Michael Green, Co-Executive Producer Bryan Fuller, Co-Executive Producer Natalie Chaidez, Co-Executive Producer Jim Chory, Produced By Adam Armus, Supervising Producer
 Kay Foster, Supervising Producer
",NBC,Universal Media Studios in association with Tailwind Productions,False
6953,2007, Drama Series,House,"David Shore, Executive Producer Katie Jacobs, Executive Producer Paul Attanasio, Executive Producer Bryan Singer, Executive Producer DANIEL SACKHEIM, Executive Producer Russel Friend, Co-Executive Producer Garrett Lerner, Co-Executive Producer Thomas L. Moran, Co-Executive Producer Doris Egan, Co-Executive Producer Lawrence Kaplow, Producer Gerrit van der Meer, Producer Peter Blake, Supervising Producer Leonard Dick, Supervising Producer",FOX,"Universal Media Studios in association with Heel and Toe Films, Shore Z Productions and Bad Hat Harry Productions",False
6954,2007, Drama Series,Boston Legal,"David E. Kelley, Executive Producer Bill D'Elia, Executive Producer Janet Leahy, Executive Producer Mike Listo, Co-Executive Producer Steve Robin, Supervising Producer Janet Knutsen McCann, Producer",ABC,David E. Kelley Productions in association with Twentieth Century Fox Television,False
6955,2007, Lead Actress In A Comedy Series,Weeds,"Mary-Louise Parker, as Nancy Botwin",Showtime,"Showtime Presents, Lionsgate Television and Tilted Productions, Inc.",False
6956,2007, Lead Actress In A Comedy Series,Ugly Betty,"America Ferrera, as Betty Suarez",ABC,ABC Studios,True
6957,2007, Lead Actress In A Comedy Series,Desperate Housewives,"Felicity Huffman, as Lynette Scavo",ABC,A Space Floor TV and Kudos Production in association with 20th Century Fox and ABC Studios,False
6958,2007, Lead Actress In A Comedy Series,The New Adventures Of Old Christine,"Julia Louis-Dreyfus, as Christine Campbell",CBS,Kari's Logo Here in association with Warner Bros. Television,False
6959,2007, Lead Actress In A Comedy Series,30 Rock,"Tina Fey, as Liz Lemon",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
6960,2007, Lead Actor In A Comedy Series,Monk,"Tony Shalhoub, as Adrian Monk",USA,Universal Cable Productions in association with Mandeville Films and ABC Studios,False
6961,2007, Lead Actor In A Comedy Series,Extras,"Ricky Gervais, as Andy Millman",HBO,BBC and HBO Entertainment,True
6962,2007, Lead Actor In A Comedy Series,The Office,"Steve Carell, as Michael Scott",NBC,Produced by Deedle-Dee Productions and Reveille LLC in association with Universal Media Studios,False
6963,2007, Lead Actor In A Comedy Series,30 Rock,"Alec Baldwin, as Jack Donaghy",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
6964,2007, Lead Actor In A Comedy Series,Two And A Half Men,"Charlie Sheen, as Charlie Harper",CBS,"Chuck Lorre Productions, Inc., The Tannenbaum Company in association with Warner Bros. Television",False
6965,2007, Supporting Actress In A Comedy Series,My Name Is Earl,"Jaime Pressly, as Joy Turner",NBC,Amigos de Garcia Production in association with 20th Century Fox Television,True
6966,2007, Supporting Actress In A Comedy Series,Ugly Betty,"Vanessa Williams, as Wilhelmina Slater",ABC,ABC Studios,False
6967,2007, Supporting Actress In A Comedy Series,Two And A Half Men,"Conchata Ferrell, as Berta",CBS,"Chuck Lorre Productions, Inc., The Tannenbaum Company in association with Warner Bros. Television",False
6968,2007, Supporting Actress In A Comedy Series,Weeds,"Elizabeth Perkins, as Celia Hodes",Showtime,"Showtime Presents, Lionsgate Television and Tilted Productions, Inc.",False
6969,2007, Supporting Actress In A Comedy Series,The Office,"Jenna Fischer, as Pam Beesly",NBC,Produced by Deedle-Dee Productions and Reveille LLC in association with Universal Media Studios,False
6970,2007, Supporting Actress In A Comedy Series,Two And A Half Men,"Holland Taylor, as Evelyn Harper",CBS,"Chuck Lorre Productions, Inc., The Tannenbaum Company in association with Warner Bros. Television",False
6971,2007, Supporting Actor In A Comedy Series,Entourage,"Jeremy Piven, as Ari Gold",HBO,Leverage and Closest to the Hole Productions in association with HBO Entertainment,True
6972,2007, Supporting Actor In A Comedy Series,Entourage,"Kevin Dillon, as Johnny Drama",HBO,Leverage and Closest to the Hole Productions in association with HBO Entertainment,False
6973,2007, Supporting Actor In A Comedy Series,The Office,"Rainn Wilson, as Dwight Schrute",NBC,Produced by Deedle-Dee Productions and Reveille LLC in association with Universal Media Studios,False
6974,2007, Supporting Actor In A Comedy Series,Two And A Half Men,"Jon Cryer, as Alan Harper",CBS,"Chuck Lorre Productions, Inc., The Tannenbaum Company in association with Warner Bros. Television",False
6975,2007, Supporting Actor In A Comedy Series,How I Met Your Mother,"Neil Patrick Harris, as Barney Stinson",CBS,Twentieth Century Fox Television,False
6976,2007, Guest Actress In A Comedy Series,Ugly Betty,"Salma Hayek, as Sofia Reyes",ABC,ABC Studios,False
6977,2007, Guest Actress In A Comedy Series,Ugly Betty,"Judith Light, as Claire Meade",ABC,ABC Studios,False
6978,2007, Guest Actress In A Comedy Series,Desperate Housewives,"Laurie Metcalf, as Carolyn Bigsby",ABC,A Space Floor TV and Kudos Production in association with 20th Century Fox and ABC Studios,False
6979,2007, Guest Actress In A Comedy Series,Desperate Housewives,"Dixie Carter, as Gloria Hodge",ABC,A Space Floor TV and Kudos Production in association with 20th Century Fox and ABC Studios,False
6980,2007, Guest Actress In A Comedy Series,30 Rock,"Elaine Stritch, as Colleen Donaghy",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",True
6981,2007, Guest Actor In A Comedy Series,My Name is Earl,"Beau Bridges, as Carl Hickey",NBC,Amigos de Garcia Production in association with 20th Century Fox Television,False
6982,2007, Guest Actor In A Comedy Series,Entourage,"Martin Landau, as Bob Ryan",HBO,Leverage and Closest to the Hole Productions in association with HBO Entertainment,False
6983,2007, Guest Actor In A Comedy Series,Monk,"Stanley Tucci, as David Ruskin",USA,Universal Cable Productions in association with Mandeville Films and ABC Studios,True
6984,2007, Guest Actor In A Comedy Series,Extras,"Sir Ian McKellen, as Himself",HBO,BBC and HBO Entertainment,False
6985,2007, Guest Actor In A Comedy Series,My Name Is Earl,"Giovanni Ribisi, as Ralph Mariano",NBC,Amigos de Garcia Production in association with 20th Century Fox Television,False
6986,2007, Writing for a Comedy Series,30 Rock,"Tina Fey, Written by",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
6987,2007, Writing for a Comedy Series,30 Rock,"Robert Carlock, Written by",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
6988,2007, Writing for a Comedy Series,The Office,"Greg Daniels, Written by",NBC,Produced by Deedle-Dee Productions and Reveille LLC in association with Universal Media Studios,True
6989,2007, Writing for a Comedy Series,Extras,"Ricky Gervais, Writer Stephen Merchant, Writer",HBO,BBC and HBO Entertainment,False
6990,2007, Writing for a Comedy Series,The Office,"Michael Schur, Written by",NBC,Produced by Deedle-Dee Productions and Reveille LLC in association with Universal Media Studios,False
6991,2007, Directing For A Comedy Series,30 Rock,"Scott Ellis, Director",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
6992,2007, Directing For A Comedy Series,Entourage,"Julian Farino, Director",HBO,Leverage and Closest to the Hole Productions in association with HBO Entertainment,False
6993,2007, Directing For A Comedy Series,Ugly Betty,"Richard Shepard, Director",ABC,ABC Studios,True
6994,2007, Directing For A Comedy Series,Extras,"Ricky Gervais, Director Stephen Merchant, Director",HBO,BBC and HBO Entertainment,False
6995,2007, Directing For A Comedy Series,The Office,"Ken Kwapis, Director",NBC,Produced by Deedle-Dee Productions and Reveille LLC in association with Universal Media Studios,False
6996,2007, Directing For A Comedy Series,Scrubs,"Will MacKenzie, Director",NBC,ABC Studios,False
