year,category,nominee,staff,win
2008, Writing for a Miniseries,John Adams,Kirk Ellis,True
2008, Writing for a Miniseries,Extras: The Extra Special Series Finale,Ricky Gervais,False
2008, Directing For A Miniseries,Recount,Jay Roach,True
2008, Directing For A Miniseries,Bernard And Doris,Bob Balaban,False
2008, Directing For A Miniseries,John Adams,Tom Hooper,False
2008, Directing For A Miniseries,The Company,Mikael Salomon,False
2008, Directing For A Miniseries,Extras: The Extra Special Series Finale,Ricky Gervais,False
2008, Nonfiction Series,Inside The Actors Studio,James Lipton,False
2008, Nonfiction Series,Deadliest Catch,Thom Beers,False
2008, Nonfiction Series,Biography,Gregory Hall,False
2008, Nonfiction Series,American Masters,Susan Lacy,True
2008, Nonfiction Series,This American Life,The Producing Team,True
2008, Nonfiction Special,Alive Day Memories:  Home From Iraq,Sheila Nevins,False
2008, Nonfiction Special,AFI's 100 Years...100 Movies - 10th Anniversary Edition,Gary Smith,False
2008, Nonfiction Special,Autism: The Musical,Jonathan Murray,True
2008, Nonfiction Special,The Pixar Story,Leslie Iwerks,False
2008, Nonfiction Special,Pioneers Of Television - Late Night: Johnny,Steven J Boettcher,False
2008,Exceptional Merit In Nonfiction Filmmaking,Oswald's Ghost (American Experience),Mark Samels,False
2008,Exceptional Merit In Nonfiction Filmmaking,Walt Whitman (American Experience),Mark Samels,False
2008,Exceptional Merit In Nonfiction Filmmaking,White Light/Black Rain,Sheila Nevins,True
2008, Directing For Nonfiction Programming,Project Runway,Tony Sacco,False
2008, Directing For Nonfiction Programming,The War,Ken Burns,False
2008, Directing For Nonfiction Programming,The Amazing Race,Bertram van Munster,False
2008, Directing For Nonfiction Programming,This American Life,Christopher Wilcha,True
2008, Directing For Nonfiction Programming,Autism: The Musical,Tricia Regan,False
2008, Miniseries,Cranford (MASTERPIECE),Kate Harwood,False
2008, Miniseries,John Adams,Tom Hanks,True
2008, Miniseries,The Andromeda Strain,Ridley Scott,False
2008, Miniseries,Tin Man,Robert Halmi,False
2008, Voice-Over Performance,The War,Keith David,True
2008, Writing for Nonfiction Programming,Life After People,David de Vries,False
2008, Writing for Nonfiction Programming,The War,Geoffrey C. Ward,True
2008, Writing for Nonfiction Programming,Intervention,Jeff Grogan,False
2008, Writing for Nonfiction Programming,This American Life,Ira Glass,False
2008, Writing for Nonfiction Programming,Walt Whitman (American Experience),Mark Zwonitzer,False
2007, Lead Actress In A Comedy Series,Weeds,Mary-Louise Parker,False
2007, Lead Actress In A Comedy Series,Ugly Betty,America Ferrera,True
2007, Lead Actress In A Comedy Series,Desperate Housewives,Felicity Huffman,False
2007, Lead Actress In A Comedy Series,The New Adventures Of Old Christine,Julia Louis-Dreyfus,False
2007, Lead Actress In A Comedy Series,30 Rock,Tina Fey,False
2007, Lead Actor In A Comedy Series,Monk,Tony Shalhoub,False
2007, Lead Actor In A Comedy Series,Extras,Ricky Gervais,True
2007, Lead Actor In A Comedy Series,The Office,Steve Carell,False
2007, Lead Actor In A Comedy Series,30 Rock,Alec Baldwin,False
2007, Lead Actor In A Comedy Series,Two And A Half Men,Charlie Sheen,False
2007, Supporting Actress In A Comedy Series,My Name Is Earl,Jaime Pressly,True
2007, Supporting Actress In A Comedy Series,Ugly Betty,Vanessa Williams,False
2007, Supporting Actress In A Comedy Series,Two And A Half Men,Conchata Ferrell,False
2007, Supporting Actress In A Comedy Series,Weeds,Elizabeth Perkins,False
2007, Supporting Actress In A Comedy Series,The Office,Jenna Fischer,False
2007, Supporting Actress In A Comedy Series,Two And A Half Men,Holland Taylor,False
2007, Supporting Actor In A Comedy Series,Entourage,Jeremy Piven,True
2007, Supporting Actor In A Comedy Series,Entourage,Kevin Dillon,False
2007, Supporting Actor In A Comedy Series,The Office,Rainn Wilson,False
2007, Supporting Actor In A Comedy Series,Two And A Half Men,Jon Cryer,False
2007, Supporting Actor In A Comedy Series,How I Met Your Mother,Neil Patrick Harris,False
2007, Guest Actress In A Comedy Series,Ugly Betty,Salma Hayek,False
2007, Guest Actress In A Comedy Series,Ugly Betty,Judith Light,False
2007, Guest Actress In A Comedy Series,Desperate Housewives,Laurie Metcalf,False
2007, Guest Actress In A Comedy Series,Desperate Housewives,Dixie Carter,False
2007, Guest Actress In A Comedy Series,30 Rock,Elaine Stritch,True
2007, Guest Actor In A Comedy Series,My Name is Earl,Beau Bridges,False
2007, Guest Actor In A Comedy Series,Entourage,Martin Landau,False
2007, Guest Actor In A Comedy Series,Monk,Stanley Tucci,True
2007, Guest Actor In A Comedy Series,Extras,Sir Ian McKellen,False
2007, Guest Actor In A Comedy Series,My Name Is Earl,Giovanni Ribisi,False
2007, Writing for a Comedy Series,30 Rock,Tina Fey,False
2007, Writing for a Comedy Series,30 Rock,Robert Carlock,False
2007, Writing for a Comedy Series,The Office,Greg Daniels,True
2007, Writing for a Comedy Series,Extras,Ricky Gervais,False
2007, Writing for a Comedy Series,The Office,Michael Schur,False
2007, Directing For A Comedy Series,30 Rock,Scott Ellis,False
2007, Directing For A Comedy Series,Entourage,Julian Farino,False
2007, Directing For A Comedy Series,Ugly Betty,Richard Shepard,True
2007, Directing For A Comedy Series,Extras,Ricky Gervais,False
2007, Directing For A Comedy Series,The Office,Ken Kwapis,False
2007, Directing For A Comedy Series,Scrubs,Will MacKenzie,False
2007, Comedy Series,The Office,Ben Silverman,False
2007, Comedy Series,Two And A Half Men,Chuck Lorre,False
2007, Comedy Series,Ugly Betty,Silvio Horta,False
2007, Comedy Series,Entourage,Mark Wahlberg,False
2007, Comedy Series,30 Rock,Lorne Michaels,True
2007, Lead Actress In A Miniseries Or A Movie,The Robber Bride,Mary-Louise Parker,False
2007, Lead Actress In A Miniseries Or A Movie,The Starter Wife,Debra Messing,False
2007, Lead Actress In A Miniseries Or A Movie,What If God Were The Sun,Gena Rowlands,False
2007, Lead Actress In A Miniseries Or A Movie,Prime Suspect: The Final Act (Masterpiece Theatre),Helen Mirren,True
2007, Lead Actress In A Miniseries Or A Movie,Life Support,Queen Latifah,False
2007, Lead Actor In A Miniseries Or A Movie,The Ron Clark Story,Matthew Perry,False
2007, Lead Actor In A Miniseries Or A Movie,Nightmares & Dreamscapes: From The Stories Of Stephen King,William H. Macy,False
2007, Lead Actor In A Miniseries Or A Movie,Jesse Stone: Sea Change,Tom Selleck,False
2007, Lead Actor In A Miniseries Or A Movie,Longford,Jim Broadbent,False
2007, Lead Actor In A Miniseries Or A Movie,Broken Trail,Robert Duvall,True
2007, Supporting Actress In A Miniseries Or A Movie,Bury My Heart At Wounded Knee,Anna Paquin,False
2007, Supporting Actress In A Miniseries Or A Movie,The Starter Wife,Judy Davis,True
2007, Supporting Actress In A Miniseries Or A Movie,Tsunami,Toni Collette,False
2007, Supporting Actress In A Miniseries Or A Movie,Longford,Samantha Morton,False
2007, Supporting Actress In A Miniseries Or A Movie,Broken Trail,Greta Scacchi,False
2007, Supporting Actor In A Miniseries Or A Movie,Bury My Heart At Wounded Knee,Aidan Quinn,False
2007, Supporting Actor In A Miniseries Or A Movie,Bury My Heart At Wounded Knee,August Schellenberg,False
2007, Supporting Actor In A Miniseries Or A Movie,The Starter Wife,Joe Mantegna,False
2007, Supporting Actor In A Miniseries Or A Movie,The Christmas Card,Edward Asner,False
2007, Supporting Actor In A Miniseries Or A Movie,Broken Trail,Thomas Haden Church,True
2007, Writing for a Miniseries,Broken Trail,Alan Geoffrion,False
2007, Writing for a Miniseries,Jane Eyre (Masterpiece Theatre),Sandy Welch,False
2007, Writing for a Miniseries,Prime Suspect: The Final Act (Masterpiece Theatre),Frank Deasy,True
2007, Writing for a Miniseries,The Starter Wife,Josann McGibbon,False
2007, Writing for a Miniseries,Bury My Heart At Wounded Knee,Daniel Giat,False
2007, Directing For A Miniseries,Bury My Heart At Wounded Knee,Yves Simoneau,False
2007, Directing For A Miniseries,Prime Suspect: The Final Act (Masterpiece Theatre),Philip Martin,True
2007, Directing For A Miniseries,Jane Eyre (Masterpiece Theatre),Susanna White,False
2007, Directing For A Miniseries,Tsunami,Bharat Nalluri,False
2007, Directing For A Miniseries,Broken Trail,Walter Hill,False
2007, Nonfiction Series,Deadliest Catch,Thom Beers,False
2007, Nonfiction Series,Biography,Kevin Burns,False
2007, Nonfiction Series,Planet Earth,Maureen Lemire,True
2007, Nonfiction Series,Inside The Actors Studio,James Lipton,False
2007, Nonfiction Series,American Masters,Susan Lacy,False
2007, Nonfiction Special,Blood Diamonds,Margaret G. Kim,False
2007, Nonfiction Special,Brando,Tom Brown,False
2007, Nonfiction Special,Ghosts Of Abu Ghraib,Rory Kennedy,True
2007, Nonfiction Special,Star Wars: The Legacy Revealed,Kevin Burns,False
2007, Nonfiction Special,AFI's 100 Years....100 Cheers: America's Most Inspiring Movies,Gary Smith,False
2007,Exceptional Merit In Nonfiction Filmmaking,When The Levees Broke: A Requiem In Four Acts,Sam Pollard,True
2007, Directing For Nonfiction Programming,Star Wars: The Legacy Revealed,Kevin Burns,False
2007, Directing For Nonfiction Programming,This American Life,Christopher Wilcha,False
2007, Directing For Nonfiction Programming,Thin,Lauren Greenfield,False
2007, Directing For Nonfiction Programming,Ghosts Of Abu Ghraib,Rory Kennedy,False
2007, Directing For Nonfiction Programming,When The Levees Broke: A Requiem In Four Acts,Spike Lee,True
2007, Miniseries,Prime Suspect: The Final Act (Masterpiece Theatre),Andrew Benson,False
2007, Miniseries,The Starter Wife,Josann McGibbon,False
2007, Miniseries,Broken Trail,Stanley M. Brooks,True
2007, Writing for Nonfiction Programming,Planet Earth,Vanessa Berlowitz,False
2007, Writing for Nonfiction Programming,Star Wars: The Legacy Revealed,Steven Smith,False
2007, Writing for Nonfiction Programming,Penn & Teller: Bullshit!,Penn Jillette,False
2007, Writing for Nonfiction Programming,This American Life,Nancy Updike,False
2007, Writing for Nonfiction Programming,American Masters,James Sanders,True
2006, Lead Actress In A Comedy Series,The New Adventures Of Old Christine,Julia Louis-Dreyfus,True
2006, Lead Actor In A Comedy Series,The Office,Steve Carell,False
2006, Lead Actor In A Comedy Series,Monk,Tony Shalhoub,True
2006, Lead Actor In A Comedy Series,Curb Your Enthusiasm,Larry David,False
2006, Lead Actor In A Comedy Series,Two And A Half Men,Charlie Sheen,False
2006, Supporting Actress In A Comedy Series,Curb Your Enthusiasm,Cheryl Hines,False
2006, Supporting Actress In A Comedy Series,Desperate Housewives,Alfre Woodard,False
2006, Supporting Actress In A Comedy Series,My Name Is Earl,Jaime Pressly,False
2006, Supporting Actress In A Comedy Series,Weeds,Elizabeth Perkins,False
2006, Supporting Actor In A Comedy Series,Two And A Half Men,Jon Cryer,False
2006, Supporting Actor In A Comedy Series,Entourage,Jeremy Piven,True
2006, Supporting Actor In A Comedy Series,Arrested Development,Will Arnett,False
2006, Guest Actress In A Comedy Series,Extras,Kate Winslet,False
2006, Guest Actress In A Comedy Series,Desperate Housewives,Shirley Knight,False
2006, Guest Actress In A Comedy Series,Monk,Laurie Metcalf,False
2006, Guest Actor In A Comedy Series,Two And A Half Men,Martin Sheen,False
2006, Guest Actor In A Comedy Series,Extras,Ben Stiller,False
2006, Guest Actor In A Comedy Series,Extras,Patrick Stewart,False
2006, Writing for a Comedy Series,Arrested Development,Richard Day,False
2006, Writing for a Comedy Series,The Office,Michael Schur,False
2006, Writing for a Comedy Series,Entourage,Doug Ellin,False
2006, Writing for a Comedy Series,Extras,Ricky Gervais,False
2006, Writing for a Comedy Series,My Name Is Earl,Greg Garcia,True
2006, Directing For A Comedy Series,My Name Is Earl,Marc Buckland,True
2006, Directing For A Comedy Series,Entourage,Julian Farino,False
2006, Directing For A Comedy Series,Curb Your Enthusiasm,Robert B. Weide,False
2006, Directing For A Comedy Series,Weeds,Craig Zisk,False
2006, Directing For A Comedy Series,Entourage,Dan Attias,False
2006, Comedy Series,Arrested Development,John Amodeo,False
2006, Comedy Series,Two And A Half Men,Lee Aronsohn,False
2006, Comedy Series,The Office,Greg Daniels,True
2006, Comedy Series,Curb Your Enthusiasm,Larry Charles,False
2006, Comedy Series,Scrubs,Janae Bakken,False
2006, Nonfiction Series,American Masters,Prudence Glass,False
2006, Nonfiction Series,Inside The Actors Studio,Christian Barcellos,False
2006, Nonfiction Series,Deadliest Catch,Thom Beers,False
2006, Nonfiction Series,Biography,Kevin Burns,False
2006, Directing For Nonfiction Programming,American Masters,Martin Scorsese,False
2006, Directing For Nonfiction Programming,American Masters,Sam Pollard,False
2006, Voice-Over Performance,The Simpsons,Kelsey Grammer,True
2006, Writing for Nonfiction Programming,Penn & Teller: Bullshit!,Michael Goudeau,False
2006, Writing for Nonfiction Programming,American Masters,Ken Bowser,False
2006, Writing for Nonfiction Programming,American Masters,DeWitt Sage,False
2005, Lead Actress In A Comedy Series,Desperate Housewives,Marcia Cross,False
2005, Lead Actress In A Comedy Series,Desperate Housewives,Teri Hatcher,False
2005, Lead Actress In A Comedy Series,Desperate Housewives,Felicity Huffman,True
2005, Lead Actor In A Comedy Series,Arrested Development,Jason Bateman,False
2005, Lead Actor In A Comedy Series,Scrubs,Zach Braff,False
2005, Lead Actor In A Comedy Series,Monk,Tony Shalhoub,True
2005, Supporting Actress In A Comedy Series,Two And A Half Men,Holland Taylor,False
2005, Supporting Actress In A Comedy Series,Arrested Development,Jessica Walter,False
2005, Supporting Actress In A Comedy Series,Two And A Half Men,Conchata Ferrell,False
2005, Supporting Actor In A Comedy Series,Entourage,Jeremy Piven,False
2005, Supporting Actor In A Comedy Series,Arrested Development,Jeffrey Tambor,False
2005, Guest Actress In A Comedy Series,Desperate Housewives,Kathryn Joosten,True
2005, Guest Actress In A Comedy Series,Desperate Housewives,Lupe Ontiveros,False
2005, Writing for a Comedy Series,Arrested Development,Barbie Adler,False
2005, Writing for a Comedy Series,Desperate Housewives,Marc Cherry,False
2005, Writing for a Comedy Series,Arrested Development,Brad Copeland,False
2005, Writing for a Comedy Series,Arrested Development,Mitchell Hurwitz,True
2005, Directing For A Comedy Series,Desperate Housewives,Charles McDougall,True
2005, Directing For A Comedy Series,Monk,Randy Zisk,False
2005, Directing For A Comedy Series,Entourage,David Frankel,False
2005, Comedy Series,Scrubs,Gabrielle Allan,False
2005, Comedy Series,Desperate Housewives,Marc Cherry,False
2005, Comedy Series,Arrested Development,Barbie Adler,False
2005, Nonfiction Series,Biography,Craig Haffner,False
2005, Nonfiction Series,Inside The Actors Studio,Christian Barcellos,False
2005, Directing For Nonfiction Programming,American Idol,Bruce Gowers,False
2005, Directing For Nonfiction Programming,Extreme Makeover: Home Edition,Patrick Higgins,False
2005, Writing for Nonfiction Programming,Penn & Teller: Bullshit!,Michael Goudeau,False
2004, Lead Actor In A Comedy Series,Monk,Tony Shalhoub,False
2004, Lead Actor In A Comedy Series,Curb Your Enthusiasm,Larry David,False
2004, Supporting Actor In A Comedy Series,Arrested Development,Jeffrey Tambor,False
2004, Guest Actor In A Comedy Series,Monk,John Turturro,True
2004, Writing for a Comedy Series,Arrested Development,Mitchell Hurwitz,True
2004, Writing for a Comedy Series,Scrubs,Garrett Donovan,False
2004, Directing For A Comedy Series,Curb Your Enthusiasm,Bryan Gordon,False
2004, Directing For A Comedy Series,Curb Your Enthusiasm,Robert B. Weide,False
2004, Directing For A Comedy Series,Curb Your Enthusiasm,Larry Charles,False
2004, Directing For A Comedy Series,Arrested Development,Joe Russo,True
2004, Comedy Series,Arrested Development,Barbie Adler,True
2004, Comedy Series,Curb Your Enthusiasm,Larry Charles,False
2004, Nonfiction Series,Inside The Actors Studio,Christian Barcellos,False
2004, Nonfiction Series,American Masters,George Feltenstein,True
2004, Nonfiction Series,Biography,Maro Chermayeff,False
2004, Directing For Nonfiction Programming,American Masters,Susan Lacy,False
2004, Voice-Over Performance,The Simpsons,Dan Castellaneta,True
2004, Writing for Nonfiction Programming,American Masters,Susan Lacy,True
2004, Writing for Nonfiction Programming,Penn & Teller: Bullshit!,Michael Godeau,False
2003, Lead Actor In A Comedy Series,Monk,Tony Shalhoub,True
2003, Lead Actor In A Comedy Series,Curb Your Enthusiasm,Larry David,False
2003, Supporting Actress In A Comedy Series,Curb Your Enthusiasm,Cheryl Hines,False
2003, Directing For A Comedy Series,Curb Your Enthusiasm,Larry Charles,False
2003, Directing For A Comedy Series,Curb Your Enthusiasm,Bryan Gordon,False
2003, Directing For A Comedy Series,Curb Your Enthusiasm,Robert B. Weide,True
2003, Directing For A Comedy Series,Curb Your Enthusiasm,David Steinberg,False
2003, Comedy Series,Curb Your Enthusiasm,Larry David,False
2003, Directing For Nonfiction Programming,American Idol,Bruce Gowers,False
2003, Directing For Nonfiction Programming,American Experience,Stanley Nelson,True
2003, Nonfiction Program (Alternative),Antiques Roadshow,Marsha Bemko,False
2003, Nonfiction Series (Traditional),Biography,Maryellen Cox,False
2003, Nonfiction Series (Traditional),Inside The Actors Studio,Christian Barcellos,False
2003, Nonfiction Series (Traditional),American Masters,Prudence Glass,True
2003, Voice-Over Performance,The Simpsons,Hank Azaria,True
2003, Writing for Nonfiction Programming,American Experience,Michelle Ferrari,True
2003, Writing for Nonfiction Programming,American Experience,Marcia A. Smith,False
2002, Directing For A Comedy Series,Scrubs,Marc Buckland,False
2002, Directing For A Comedy Series,Curb Your Enthusiasm,Robert B. Weide,False
2002, Comedy Series,Curb Your Enthusiasm,Tom Bull,False
2002, Voice-Over Performance,King Of The Hill,Pamela Segall Adlon,True
2001, Voice-Over Performance,The Simpsons,Hank Azaria,True
2000, NON-FICTION SERIES,Inside The Actors Studio,Christian Barcellos,False
2000, NON-FICTION SERIES,Biography,Maryellen Cox,False
2000, NON-FICTION SERIES,American Masters,Karen Bernstein,True
2000, Voice-Over Performance,Family Guy,Seth MacFarlane,True
1999, NON-FICTION SERIES,American Masters,Tamar Hacker,True
1999, NON-FICTION SERIES,Inside The Actors Studio,Frances Berwick,False
1999, NON-FICTION SERIES,Biography,Michael Cascio,False
1998, NON-FICTION SERIES - area award,Biography,Michael Cascio,False
1998, NON-FICTION SERIES - area award,Inside The Actors Studio,Frances Berwick,False
1998, Voice-Over Performance,The Simpsons,Hank Azaria,True
1997,THE PRESIDENT'S AWARD,ER,Warner Brothers Television,False
1993, Voice-Over Performance,THE SIMPSONS,Dan Castellaneta,True
1992, Voice-Over Performance,THE SIMPSONS,Dan Castellaneta,True
1992, Voice-Over Performance,THE SIMPSONS,MARCIA WALLACE,True
1992, Voice-Over Performance,THE SIMPSONS,YEARDLEY SMITH,True
1992, Voice-Over Performance,THE SIMPSONS,JULIE KAVNER,True
1992, Voice-Over Performance,THE SIMPSONS,JACKIE MASON,True
1992, Voice-Over Performance,THE SIMPSONS,NANCY CARTWRIGHT,True
1985, DIRECTING IN A COMEDY SERIES,Alice,Marc Daniels,False
1979, Lead Actress In A Comedy Series,Alice,Linda Lavin,False
1978, CONTINUING PERFORMANCE BY A SUPPORTING ACTOR in a comedy series,Alice,Vic Tayback,False
1978, CONTINUING PERFORMANCE BY A SUPPORTING actress in a comedy series,Alice,Polly Holliday,False
