year,category,nominee,workers,winner
1953,Film | British Actor in 1953,Ralph Richardson,The Sound Barrier,True
1986,Film | Foreign Language Film in 1986,"Tom Sternberg, Wayne Wang, Danny Yung",Dim Sum - A Little Bit Of Heart,False
1986,Film | Foreign Language Film in 1986,"Luc Besson, François Ruggieri",Subway,False
1986,Film | Original Screenplay in 1986,Woody Allen,The Purple Rose Of Cairo,True
1986,Film | Original Screenplay in 1986,"Robert Zemeckis, Bob Gale",Back To The Future,False
1986,Film | Original Screenplay in 1986,Hanif Kureishi,My Beautiful Laundrette,False
1986,Film | Original Screenplay in 1986,"Earl W Wallace, William Kelley",Witness,False
1986,Film | Production Design in 1986,Norman Garwood,Brazil,True
1986,Film | Production Design in 1986,Patrizia Von Brandenstein,Amadeus,False
1986,Film | Production Design in 1986,Lawrence G Paull,Back To The Future,False
1986,Film | Production Design in 1986,John Box,A Passage To India,False
1987,Film | Achievement in Direction in 1987,Hannah And Her Sisters,Woody Allen,True
1987,Film | Achievement in Direction in 1987,The Mission,Roland Joffé,False
1987,Film | Achievement in Direction in 1987,Mona Lisa,Neil Jordan,False
1987,Film | Achievement in Direction in 1987,A Room With A View,James Ivory,False
1987,Film | Actor in a Leading Role in 1987,Bob Hoskins,Mona Lisa,True
1987,Film | Actor in a Leading Role in 1987,Woody Allen,Hannah And Her Sisters,False
1987,Film | Actor in a Leading Role in 1987,Michael Caine,Hannah And Her Sisters,False
1987,Film | Actor in a Leading Role in 1987,Paul Hogan,Crocodile Dundee,False
1987,Film | Actor in a Supporting Role in 1987,Ray McAnally,The Mission,True
1987,Film | Actor in a Supporting Role in 1987,Klaus Maria Brandauer,Out Of Africa,False
1987,Film | Actor in a Supporting Role in 1987,Simon Callow,A Room With A View,False
1987,Film | Actor in a Supporting Role in 1987,Denholm Elliott,A Room With A View,False
1987,Film | Actress in a Leading Role in 1987,Maggie Smith,A Room With A View,True
1987,Film | Actress in a Leading Role in 1987,Mia Farrow,Hannah And Her Sisters,False
1987,Film | Actress in a Leading Role in 1987,Meryl Streep,Out Of Africa,False
1987,Film | Actress in a Leading Role in 1987,Cathy Tyson,Mona Lisa,False
1987,Film | Actress in a Supporting Role in 1987,Judi Dench,A Room With A View,True
1987,Film | Actress in a Supporting Role in 1987,Rosanna Arquette,After Hours,False
1987,Film | Actress in a Supporting Role in 1987,Barbara Hershey,Hannah And Her Sisters,False
1987,Film | Actress in a Supporting Role in 1987,Rosemary Leach,A Room With A View,False
1987,Film | Adapted Screenplay in 1987,Out Of Africa,Kurt Luedtke,True
1987,Film | Adapted Screenplay in 1987,Children Of A Lesser God,"Hesper Anderson, Mark Medoff",False
1987,Film | Adapted Screenplay in 1987,The Color Purple,Menno Mayjes,False
1987,Film | Adapted Screenplay in 1987,Ran,"Akira Kurosawa, Hideo Oguni, Masato Ide",False
1987,Film | Adapted Screenplay in 1987,A Room With A View,Ruth Prawer Jhabvala,False
1987,Film | Editing in 1987,Jim Clark,The Mission,True
1987,Film | Editing in 1987,Susan E Morse,Hannah And Her Sisters,False
1987,Film | Editing in 1987,Lesley Walker,Mona Lisa,False
1987,Film | Editing in 1987,Humphrey Dixon,A Room With A View,False
1987,Film | Foreign Language Film in 1987,"Serge Silberman, Masato Hara, Akira Kurosawa",Ran,True
1987,Film | Foreign Language Film in 1987,Jean-Jacques Beineix,Betty Blue (37°2 Le Matin),False
1987,Film | Foreign Language Film in 1987,"Alberto Grimaldi, Federico Fellini",Ginger And Fred (Ginger E Fred),False
1987,Film | Foreign Language Film in 1987,"Menahem Golan, Yoram Globus, Franco Zeffirelli",Othello (Otello),False
1987,Film | Original Screenplay in 1987,Woody Allen,Hannah And Her Sisters,True
1987,Film | Original Screenplay in 1987,"Paul Hogan, Ken Shadie, John Cornell",Crocodile Dundee,False
1987,Film | Original Screenplay in 1987,Robert Bolt,The Mission,False
1987,Film | Original Screenplay in 1987,"Neil Jordan, David Leland",Mona Lisa,False
1987,Film | Production Design in 1987,"Gianni Quaranta, Brian Ackland-Snow",A Room With A View,True
1987,Film | Production Design in 1987,Peter Lamont,Aliens,False
1987,Film | Production Design in 1987,Stuart Craig,The Mission,False
1987,Film | Production Design in 1987,"Yoshiro Muraki, Shinobu Muraki",Ran,False
1988,Film | Achievement in Direction in 1988,Platoon,Oliver Stone,True
1988,Film | Achievement in Direction in 1988,Cry Freedom,Richard Attenborough,False
1988,Film | Achievement in Direction in 1988,Hope And Glory,John Boorman,False
1988,Film | Achievement in Direction in 1988,Jean De Florette,Claude Berri,False
1988,Film | Actor in a Leading Role in 1988,Sean Connery,The Name Of The Rose,True
1988,Film | Actor in a Leading Role in 1988,Gerard Depardieu,Jean De Florette,False
1988,Film | Actor in a Leading Role in 1988,Yves Montand,Jean De Florette,False
1988,Film | Actor in a Leading Role in 1988,Gary Oldman,Prick Up Your Ears,False
1988,Film | Actor in a Supporting Role in 1988,Daniel Auteuil,Jean De Florette,True
1988,Film | Actor in a Supporting Role in 1988,Ian Bannen,Hope And Glory,False
1988,Film | Actor in a Supporting Role in 1988,Sean Connery,The Untouchables,False
1988,Film | Actor in a Supporting Role in 1988,John Thaw,Cry Freedom,False
1988,Film | Actress in a Leading Role in 1988,Anne Bancroft,84 Charing Cross Road,True
1988,Film | Actress in a Leading Role in 1988,Emily Lloyd,Wish You Were Here,False
1988,Film | Actress in a Leading Role in 1988,Sarah Miles,Hope And Glory,False
1988,Film | Actress in a Leading Role in 1988,Julie Walters,Personal Services,False
1988,Film | Actress in a Supporting Role in 1988,Susan Wooldridge,Hope And Glory,True
1988,Film | Actress in a Supporting Role in 1988,Judi Dench,84 Charing Cross Road,False
1988,Film | Actress in a Supporting Role in 1988,Vanessa Redgrave,Prick Up Your Ears,False
1988,Film | Actress in a Supporting Role in 1988,Dianne Wiest,Radio Days,False
1988,Film | Adapted Screenplay in 1988,Jean De Florette,"Claude Berri, Gerard Brach",True
1988,Film | Adapted Screenplay in 1988,84 Charing Cross Road,Hugh Whitemore,False
1988,Film | Adapted Screenplay in 1988,Little Dorrit,Christine Edzard,False
1988,Film | Adapted Screenplay in 1988,Prick Up Your Ears,Alan Bennett,False
1988,Film | Editing in 1988,Claire Simpson,Platoon,True
1988,Film | Editing in 1988,Lesley Walker,Cry Freedom,False
1988,Film | Editing in 1988,Ian Crafford,Hope And Glory,False
1988,Film | Editing in 1988,Susan E Morse,Radio Days,False
1988,Film | Foreign Language Film in 1988,"Anna-Lena Wibom, Andrei Tarkovsky",The Sacrifice (Offret),True
1988,Film | Foreign Language Film in 1988,Claude Berri,Jean De Florette,False
1988,Film | Foreign Language Film in 1988,Claude Berri,Manon Of The Spring (Manon Des Sources),False
1988,Film | Foreign Language Film in 1988,"Waldemar Bergendahl, Lasse Halström",My Life As A Dog (Mitt Liv Som Hund),False
1988,Film | Original Screenplay in 1988,David Leland,Wish You Were Here,True
1988,Film | Original Screenplay in 1988,John Boorman,Hope And Glory,False
1988,Film | Original Screenplay in 1988,David Leland,Personal Services,False
1988,Film | Original Screenplay in 1988,Woody Allen,Radio Days,False
1988,Film | Production Design in 1988,Santo Loquasto,Radio Days,True
1988,Film | Production Design in 1988,Anthony Pratt,Hope And Glory,False
1988,Film | Production Design in 1988,Bernard Vezat,Jean De Florette,False
1988,Film | Production Design in 1988,William A Elliott,The Untouchables,False
1989,Film | Achievement in Direction in 1989,"Goodbye, Children (Au Revoir Les Enfants)",Louis Malle,True
1989,Film | Achievement in Direction in 1989,Babette's Feast (Babettes Gæstebud),Gabriel Axel,False
1989,Film | Achievement in Direction in 1989,A Fish Called Wanda,Charles Crichton,False
1989,Film | Achievement in Direction in 1989,The Last Emperor,Bernardo Bertolucci,False
1989,Film | Actor in a Leading Role in 1989,John Cleese,A Fish Called Wanda,True
1989,Film | Actor in a Leading Role in 1989,Michael Douglas,Fatal Attraction,False
1989,Film | Actor in a Leading Role in 1989,Kevin Kline,A Fish Called Wanda,False
1989,Film | Actor in a Leading Role in 1989,Robin Williams,"Good Morning, Vietnam",False
1989,Film | Actor in a Supporting Role in 1989,Michael Palin,A Fish Called Wanda,True
1989,Film | Actor in a Supporting Role in 1989,Joss Ackland,White Mischief,False
1989,Film | Actor in a Supporting Role in 1989,Peter O'Toole,The Last Emperor,False
1989,Film | Actor in a Supporting Role in 1989,David Suchet,A World Apart,False
1989,Film | Actress in a Leading Role in 1989,Maggie Smith,The Lonely Passion Of Judith Hearne,True
1989,Film | Actress in a Leading Role in 1989,Stéphane Audran,Babette's Feast (Babettes Gæstebud),False
1989,Film | Actress in a Leading Role in 1989,Cher,Moonstruck,False
1989,Film | Actress in a Leading Role in 1989,Jamie Lee Curtis,A Fish Called Wanda,False
1989,Film | Actress in a Supporting Role in 1989,Judi Dench,A Handful Of Dust,True
1989,Film | Actress in a Supporting Role in 1989,Maria Aitken,A Fish Called Wanda,False
1989,Film | Actress in a Supporting Role in 1989,Anne Archer,Fatal Attraction,False
1989,Film | Actress in a Supporting Role in 1989,Olympia Dukakis,Moonstruck,False
1989,Film | Adapted Screenplay in 1989,The Unbearable Lightness Of Being,"Jean-Claude Carrière, Philip Kaufman",True
1989,Film | Adapted Screenplay in 1989,Babette's Feast (Babettes Gæstebud),Gabriel Axel,False
1989,Film | Adapted Screenplay in 1989,Empire Of The Sun,Tom Stoppard,False
1989,Film | Adapted Screenplay in 1989,Who Framed Roger Rabbit?,"Jeffrey Price, Peter S Seaman",False
1989,Film | Editing in 1989,"Michael Kahn, Peter E Berger",Fatal Attraction,True
1989,Film | Editing in 1989,John Jympson,A Fish Called Wanda,False
1989,Film | Editing in 1989,Gabriella Cristiani,The Last Emperor,False
1989,Film | Editing in 1989,Arthur Schmidt,Who Framed Roger Rabbit?,False
1989,Film | Film Not in the English Language in 1989,Babette's Feast (Babettes Gæstebud),"Just Betzer, Bo Christensen, Gabriel Axel",True
1989,Film | Film Not in the English Language in 1989,"Goodbye, Children (Au Revoir Les Enfants)",Louis Malle,False
1989,Film | Film Not in the English Language in 1989,Wings Of Desire (Der Himmel Über Berlin),"Wim Wenders, Anatole Dauman",False
1989,Film | Film Not in the English Language in 1989,Dark Eyes (Oci Ciornie),"Silvia D'Amico Bendico, Carlo Cucchi, Nikita Mikhalkov",False
1989,Film | Original Screenplay in 1989,A World Apart,Shawn Slovo,True
1989,Film | Original Screenplay in 1989,"Goodbye, Children (Au Revoir Les Enfants)",Louis Malle,False
1989,Film | Original Screenplay in 1989,A Fish Called Wanda,John Cleese,False
1989,Film | Original Screenplay in 1989,Moonstruck,John Patrick Shanley,False
1989,Film | Production Design in 1989,Dean Tavoularis,Tucker: The Man And His Dream,True
1989,Film | Production Design in 1989,Norman Reynolds,Empire Of The Sun,False
1989,Film | Production Design in 1989,Ferdinando Scarfiotti,The Last Emperor,False
1989,Film | Production Design in 1989,Elliott Scott,Who Framed Roger Rabbit?,False
1990,Film | Achievement in Direction in 1990,Henry V,Kenneth Branagh,True
1990,Film | Achievement in Direction in 1990,Dangerous Liaisons,Stephen Frears,False
1990,Film | Achievement in Direction in 1990,Dead Poets Society,Peter Weir,False
1990,Film | Achievement in Direction in 1990,Mississippi Burning,Alan Parker,False
1990,Film | Actor in a Leading Role in 1990,Daniel Day-Lewis,My Left Foot,True
1990,Film | Actor in a Leading Role in 1990,Kenneth Branagh,Henry V,False
1990,Film | Actor in a Leading Role in 1990,Dustin Hoffman,Rain Man,False
1990,Film | Actor in a Leading Role in 1990,Robin Williams,Dead Poets Society,False
1990,Film | Actor in a Supporting Role in 1990,Ray McAnally,My Left Foot,True
1990,Film | Actor in a Supporting Role in 1990,Marlon Brando,A Dry White Season,False
1990,Film | Actor in a Supporting Role in 1990,Sean Connery,Indiana Jones And The Last Crusade,False
1990,Film | Actor in a Supporting Role in 1990,Jack Nicholson,Batman,False
1990,Film | Actress in a Leading Role in 1990,Pauline Collins,Shirley Valentine,True
1990,Film | Actress in a Leading Role in 1990,Glenn Close,Dangerous Liaisons,False
1990,Film | Actress in a Leading Role in 1990,Jodie Foster,The Accused,False
1990,Film | Actress in a Leading Role in 1990,Melanie Griffith,Working Girl,False
1990,Film | Actress in a Supporting Role in 1990,Michelle Pfeiffer,Dangerous Liaisons,True
1990,Film | Actress in a Supporting Role in 1990,Peggy Ashcroft,Madame Sousatzka,False
1990,Film | Actress in a Supporting Role in 1990,Laura San Giacomo,"Sex, Lies And Videotape",False
1990,Film | Actress in a Supporting Role in 1990,Sigourney Weaver,Working Girl,False
1990,Film | Adapted Screenplay in 1990,Dangerous Liaisons,Christopher Hampton,True
1990,Film | Adapted Screenplay in 1990,The Accidental Tourist,"Frank Galati, Lawrence Kasdan",False
1990,Film | Adapted Screenplay in 1990,My Left Foot,"Shane Connaughton, Jim Sheridan",False
1990,Film | Adapted Screenplay in 1990,Shirley Valentine,Willy Russell,False
1990,Film | Editing in 1990,Gerry Hambling,Mississippi Burning,True
1990,Film | Editing in 1990,Mick Audsley,Dangerous Liaisons,False
1990,Film | Editing in 1990,William Anderson,Dead Poets Society,False
1990,Film | Editing in 1990,Stu Linder,Rain Man,False
1990,Film | Film Not in the English Language in 1990,"René Cleitman, Bertrand Tavernier",Life And Nothing But (La Vie Et Rien D'Autre),True
1990,Film | Film Not in the English Language in 1990,"Per Holst, Bille August",Pelle The Conqueror (Pelle Erobreren),False
1990,Film | Film Not in the English Language in 1990,Mira Nair,Salaam Bombay,False
1990,Film | Film Not in the English Language in 1990,"Agustín Almodóvar, Pedro Almodóvar",Women On The Verge Of A Nervous Breakdown (Mujeres Al Borde De Un Ataque De Nervios ),False
1990,Film | Original Screenplay in 1990,Nora Ephron,When Harry Met Sally,True
1990,Film | Original Screenplay in 1990,Tom Schulman,Dead Poets Society,False
1990,Film | Original Screenplay in 1990,"Ronald Bass, Barry Morrow",Rain Man,False
1990,Film | Original Screenplay in 1990,Steven Soderbergh,"Sex, Lies And Videotape",False
1990,Film | Production Design in 1990,Dante Ferretti,The Adventures Of Baron Munchausen,True
1990,Film | Production Design in 1990,Anton Furst,Batman,False
1990,Film | Production Design in 1990,Stuart Craig,Dangerous Liaisons,False
1990,Film | Production Design in 1990,Tim Harvey,Henry V,False
1991,Film | Achievement in Direction in 1991,Goodfellas,Martin Scorsese,True
1991,Film | Achievement in Direction in 1991,Cinema Paradiso,Giuseppe Tornatore,False
1991,Film | Achievement in Direction in 1991,Crimes And Misdemeanors,Woody Allen,False
1991,Film | Achievement in Direction in 1991,Driving Miss Daisy,Bruce Beresford,False
1991,Film | Actor in a Leading Role in 1991,Philippe Noiret,Cinema Paradiso,True
1991,Film | Actor in a Leading Role in 1991,Sean Connery,The Hunt For Red October,False
1991,Film | Actor in a Leading Role in 1991,Tom Cruise,Born On The Fourth Of July,False
1991,Film | Actor in a Leading Role in 1991,Robert De Niro,Goodfellas,False
1991,Film | Actor in a Supporting Role in 1991,Salvatore Cascio,Cinema Paradiso,True
1991,Film | Actor in a Supporting Role in 1991,Alan Alda,Crimes And Misdemeanors,False
1991,Film | Actor in a Supporting Role in 1991,John Hurt,The Field,False
1991,Film | Actor in a Supporting Role in 1991,Al Pacino,Dick Tracy,False
1991,Film | Actress in a Leading Role in 1991,Jessica Tandy,Driving Miss Daisy,True
1991,Film | Actress in a Leading Role in 1991,Shirley MacLaine,Postcards From The Edge,False
1991,Film | Actress in a Leading Role in 1991,Michelle Pfeiffer,The Fabulous Baker Boys,False
1991,Film | Actress in a Leading Role in 1991,Julia Roberts,Pretty Woman,False
1991,Film | Actress in a Supporting Role in 1991,Whoopi Goldberg,Ghost,True
1991,Film | Actress in a Supporting Role in 1991,Anjelica Huston,Crimes And Misdemeanors,False
1991,Film | Actress in a Supporting Role in 1991,Shirley MacLaine,Steel Magnolias,False
1991,Film | Actress in a Supporting Role in 1991,Billie Whitelaw,The Krays,False
1991,Film | Adapted Screenplay in 1991,Goodfellas,"Nicholas Pileggi, Martin Scorsese",True
1991,Film | Adapted Screenplay in 1991,Born On The Fourth Of July,"Oliver Stone, Ron Kovic",False
1991,Film | Adapted Screenplay in 1991,Driving Miss Daisy,Alfred Uhry,False
1991,Film | Adapted Screenplay in 1991,Postcards From The Edge,Carrie Fisher,False
1991,Film | Adapted Screenplay in 1991,War Of The Roses,Michael Leeson,False
1991,Film | Editing in 1991,Thelma Schoonmaker,Goodfellas,True
1991,Film | Editing in 1991,Mario Morra,Cinema Paradiso,False
1991,Film | Editing in 1991,Susan Morse,Crimes And Misdemeanors,False
1991,Film | Editing in 1991,Richard Marks,Dick Tracy,False
1991,Film | Film Not in the English Language in 1991,"Franco Cristaldi, Giuseppe Tornatore",Cinema Paradiso,True
1991,Film | Film Not in the English Language in 1991,"Roger Frappier, Pierre Gendron, Denys Arcand",Jesus Of Montreal (Jésus De Montréal),False
1991,Film | Film Not in the English Language in 1991,Louis Malle,Milou In May  (Milou En Mai),False
1991,Film | Film Not in the English Language in 1991,"Jean-Louis Piel, Philippe Carcassonne, Coline Serreau",Romeo And Juliet (Romuald Et Juliette),False
1991,Film | Original Screenplay in 1991,Giuseppe Tornatore,Cinema Paradiso,True
1991,Film | Original Screenplay in 1991,Woody Allen,Crimes And Misdemeanors,False
1991,Film | Original Screenplay in 1991,Bruce Joel Rubin,Ghost,False
1991,Film | Original Screenplay in 1991,JF Lawton,Pretty Woman,False
1991,Film | Production Design in 1991,Richard Sylbert,Dick Tracy,True
1991,Film | Production Design in 1991,Andrea Crisanti,Cinema Paradiso,False
1991,Film | Production Design in 1991,Terence Marsh,The Hunt For Red October,False
1991,Film | Production Design in 1991,Gianni Silvestri,Sheltering Sky,False
1992,Film | Actor in a Leading Role in 1992,Anthony Hopkins,The Silence Of The Lambs,True
1992,Film | Actor in a Leading Role in 1992,Kevin Costner,Dances With Wolves,False
1992,Film | Actor in a Leading Role in 1992,Gerard Depardieu,Cyrano De Bergerac,False
1992,Film | Actor in a Leading Role in 1992,Alan Rickman,"Truly, Madly, Deeply",False
1992,Film | Actor in a Supporting Role in 1992,Alan Rickman,Robin Hood: Prince Of Thieves,True
1992,Film | Actor in a Supporting Role in 1992,Alan Bates,Hamlet,False
1992,Film | Actor in a Supporting Role in 1992,Derek Jacobi,Dead Again,False
1992,Film | Actor in a Supporting Role in 1992,Andrew Strong,The Commitments,False
1992,Film | Actress in a Leading Role in 1992,Jodie Foster,The Silence Of The Lambs,True
1992,Film | Actress in a Leading Role in 1992,Geena Davis,Thelma And Louise,False
1992,Film | Actress in a Leading Role in 1992,Susan Sarandon,Thelma And Louise,False
1992,Film | Actress in a Leading Role in 1992,Juliet Stevenson,"Truly, Madly, Deeply",False
1992,Film | Actress in a Supporting Role in 1992,Kate Nelligan,Frankie And Johnny,True
1992,Film | Actress in a Supporting Role in 1992,Annette Bening,The Grifters,False
1992,Film | Actress in a Supporting Role in 1992,Amanda Plummer,The Fisher King,False
1992,Film | Actress in a Supporting Role in 1992,Julie Walters,Stepping Out,False
1992,Film | Adapted Screenplay in 1992,The Commitments,"Dick Clement, Ian La Frenais, Roddy Doyle",True
1992,Film | Adapted Screenplay in 1992,Cyrano De Bergerac,"Jean-Paul Rappeneau, Jean-Claude Carrière",False
1992,Film | Adapted Screenplay in 1992,Dances With Wolves,Michael Blake,False
1992,Film | Adapted Screenplay in 1992,The Silence Of The Lambs,Ted Tally,False
1992,Film | Editing in 1992,Gerry Hambling,The Commitments,True
1992,Film | Editing in 1992,Neil Travis,Dances With Wolves,False
1992,Film | Editing in 1992,Craig McKay,The Silence Of The Lambs,False
1992,Film | Editing in 1992,Thom Noble,Thelma And Louise,False
1992,Film | Film Not in the English Language in 1992,Michael Verhoeven,The Nasty Girl (Das Schreckliche Mädchen),True
1992,Film | Film Not in the English Language in 1992,"Rene Cleitman, Michel Seydoux, Jean-Paul Rappeneau",Cyrano De Bergerac,False
1992,Film | Film Not in the English Language in 1992,"Thierry de Ganay, Patrice Leconte",The Hairdresser's Husband (Le Mari De La Coiffeuse),False
1992,Film | Film Not in the English Language in 1992,"Pierre Drouot, Dany Geys, Jaco Van Dormael",Toto The Hero (Toto Le Héros),False
1992,Film | Original Screenplay in 1992,Anthony Minghella,"Truly, Madly, Deeply",True
1992,Film | Original Screenplay in 1992,Richard LaGravenese,The Fisher King,False
1992,Film | Original Screenplay in 1992,Peter Weir,Green Card,False
1992,Film | Original Screenplay in 1992,Callie Khouri,Thelma And Louise,False
1992,Film | Production Design in 1992,Bo Welch,Edward Scissorhands,True
1992,Film | Production Design in 1992,Richard MacDonald,The Addams Family,False
1992,Film | Production Design in 1992,Ezio Frigerio,Cyrano De Bergerac,False
1992,Film | Production Design in 1992,Joseph Nemec III,Terminator 2: Judgement Day,False
1993,Film | Actor in a Leading Role in 1993,Robert Downey Jr.,Chaplin,True
1993,Film | Actor in a Leading Role in 1993,Daniel Day-Lewis,The Last Of The Mohicans,False
1993,Film | Actor in a Leading Role in 1993,Stephen Rea,The Crying Game,False
1993,Film | Actor in a Leading Role in 1993,Tim Robbins,The Player,False
1993,Film | Actor in a Supporting Role in 1993,Gene Hackman,Unforgiven,True
1993,Film | Actor in a Supporting Role in 1993,Jaye Davidson,The Crying Game,False
1993,Film | Actor in a Supporting Role in 1993,Tommy Lee Jones,JFK,False
1993,Film | Actor in a Supporting Role in 1993,Samuel West,Howards End,False
1993,Film | Actress in a Leading Role in 1993,Emma Thompson,Howards End,True
1993,Film | Actress in a Leading Role in 1993,Judy Davis,Husbands And Wives,False
1993,Film | Actress in a Leading Role in 1993,Tara Morice,Strictly Ballroom,False
1993,Film | Actress in a Leading Role in 1993,Jessica Tandy,Fried Green Tomatoes At The Whistle Stop Café,False
1993,Film | Actress in a Supporting Role in 1993,Miranda Richardson,Damage,True
1993,Film | Actress in a Supporting Role in 1993,Kathy Bates,Fried Green Tomatoes At The Whistle Stop Café,False
1993,Film | Actress in a Supporting Role in 1993,Helena Bonham Carter,Howards End,False
1993,Film | Actress in a Supporting Role in 1993,Miranda Richardson,The Crying Game,False
1993,Film | Adapted Screenplay in 1993,The Player,Michael Tolkin,True
1993,Film | Adapted Screenplay in 1993,Howards End,Ruth Prawer Jhabvala,False
1993,Film | Adapted Screenplay in 1993,JFK,"Oliver Stone, Zachary Sklar",False
1993,Film | Adapted Screenplay in 1993,Strictly Ballroom,"Baz Luhrmann, Craig Pearce",False
1993,Film | Editing in 1993,"Joe Hutshing, Pietro Scalia",JFK,True
1993,Film | Editing in 1993,Thelma Schoonmaker,Cape Fear,False
1993,Film | Editing in 1993,Andrew Marcus,Howards End,False
1993,Film | Editing in 1993,Geraldine Peroni,The Player,False
1993,Film | Editing in 1993,Jill Bilcock,Strictly Ballroom,False
1993,Film | Film Not in the English Language in 1993,"Chiu Fu-Sheng, Zhang Yimou",Raise The Red Lantern (Da Hong Deng Long Gao Gao Gua),True
1993,Film | Film Not in the English Language in 1993,"Christian Fechner, Leos Carax",The Lovers On The Bridge (Les Amants Du Pont Neuf),False
1993,Film | Film Not in the English Language in 1993,"Claudie Ossard, Jean-Pierre Jeunet, Marc Caro",Delicatessen,False
1993,Film | Film Not in the English Language in 1993,"Artur Brauner, Margaret Menegoz, Agnieszka Holland","Europa, Europa",False
1993,Film | Original Screenplay in 1993,Woody Allen,Husbands And Wives,True
1993,Film | Original Screenplay in 1993,Neil Jordan,The Crying Game,False
1993,Film | Original Screenplay in 1993,"Peter Chelsom, Adrian Dunbar",Hear My Song,False
1993,Film | Original Screenplay in 1993,David Webb Peoples,Unforgiven,False
1993,Film | Production Design in 1993,Catherine Martin,Strictly Ballroom,True
1993,Film | Production Design in 1993,Stuart Craig,Chaplin,False
1993,Film | Production Design in 1993,Luciana Arrighi,Howards End,False
1993,Film | Production Design in 1993,Wolf Kroeger,The Last Of The Mohicans,False
1994,Film | Actor in a Leading Role in 1994,Anthony Hopkins,The Remains Of The Day,True
1994,Film | Actor in a Leading Role in 1994,Daniel Day-Lewis,In The Name Of The Father,False
1994,Film | Actor in a Leading Role in 1994,Anthony Hopkins,Shadowlands,False
1994,Film | Actor in a Leading Role in 1994,Liam Neeson,Schindler's List,False
1994,Film | Actor in a Supporting Role in 1994,Ralph Fiennes,Schindler's List,True
1994,Film | Actor in a Supporting Role in 1994,Ben Kingsley,Schindler's List,False
1994,Film | Actor in a Supporting Role in 1994,Tommy Lee Jones,The Fugitive,False
1994,Film | Actor in a Supporting Role in 1994,John Malkovich,In The Line Of Fire,False
1994,Film | Actress in a Leading Role in 1994,Holly Hunter,The Piano,True
1994,Film | Actress in a Leading Role in 1994,Miranda Richardson,Tom And Viv,False
1994,Film | Actress in a Leading Role in 1994,Emma Thompson,The Remains Of The Day,False
1994,Film | Actress in a Leading Role in 1994,Debra Winger,Shadowlands,False
1994,Film | Actress in a Supporting Role in 1994,Miriam Margolyes,The Age Of Innocence,True
1994,Film | Actress in a Supporting Role in 1994,Holly Hunter,The Firm,False
1994,Film | Actress in a Supporting Role in 1994,Winona Ryder,The Age Of Innocence,False
1994,Film | Actress in a Supporting Role in 1994,Maggie Smith,The Secret Garden,False
1994,Film | Adapted Screenplay in 1994,Schindler's List,Steven Zaillian,True
1994,Film | Adapted Screenplay in 1994,In The Name Of The Father,"Terry George, Jim Sheridan",False
1994,Film | Adapted Screenplay in 1994,The Remains Of The Day,Ruth Prawer Jhabvala,False
1994,Film | Adapted Screenplay in 1994,Scent Of A Woman,Bo Goldman,False
1994,Film | Adapted Screenplay in 1994,Shadowlands,William Nicholson,False
1994,Film | Editing in 1994,Michael Kahn,Schindler's List,True
1994,Film | Editing in 1994,"Dennis Virkler, David Finfer, Dean Goodhill, Don Brochu, Richard Nord, Dov Hoenig",The Fugitive,False
1994,Film | Editing in 1994,Anne V Coates,In The Line Of Fire,False
1994,Film | Editing in 1994,Veronika Jenet,The Piano,False
1994,Film | Film Not in the English Language in 1994,"Hsu Feng, Chen Kaige",Farewell My Concubine (Ba Wang Bie Ji),True
1994,Film | Film Not in the English Language in 1994,"Jean-Louis Livi, Philippe Carcassonne, Claude Sautet",A Heart In Winter (Un Coeur En Hiver),False
1994,Film | Film Not in the English Language in 1994,Alfonso Arau,Like Water For Chocolate (Como Agua Para Chocolate),False
1994,Film | Film Not in the English Language in 1994,"Eric Heumann, Regis Wargnier",Indochina (Indochine),False
1994,Film | Original Screenplay in 1994,"Danny Rubin, Harold Ramis",Groundhog Day,True
1994,Film | Original Screenplay in 1994,Jeff Maguire,In The Line Of Fire,False
1994,Film | Original Screenplay in 1994,Jane Campion,The Piano,False
1994,Film | Original Screenplay in 1994,"Nora Ephron, David S Ward, Jeff Arch",Sleepless In Seattle,False
1994,Film | Production Design in 1994,Andrew McAlpine,The Piano,True
1994,Film | Production Design in 1994,Dante Ferretti,The Age Of Innocence,False
1994,Film | Production Design in 1994,Thomas Sanders,Bram Stoker's Dracula,False
1994,Film | Production Design in 1994,Allan Starski,Schindler's List,False
1995,Film | Actor in a Leading Role in 1995,Hugh Grant,Four Weddings And A Funeral,True
1995,Film | Actor in a Leading Role in 1995,Tom Hanks,Forrest Gump,False
1995,Film | Actor in a Leading Role in 1995,Terence Stamp,"The Adventures Of Priscilla, Queen Of The Desert",False
1995,Film | Actor in a Leading Role in 1995,John Travolta,Pulp Fiction,False
1995,Film | Actor in a Supporting Role in 1995,Samuel L Jackson,Pulp Fiction,True
1995,Film | Actor in a Supporting Role in 1995,Simon Callow,Four Weddings And A Funeral,False
1995,Film | Actor in a Supporting Role in 1995,John Hannah,Four Weddings And A Funeral,False
1995,Film | Actor in a Supporting Role in 1995,Paul Scofield,Quiz Show,False
1995,Film | Actress in a Leading Role in 1995,Susan Sarandon,The Client,True
1995,Film | Actress in a Leading Role in 1995,Linda Fiorentino,The Last Seduction,False
1995,Film | Actress in a Leading Role in 1995,Irène Jacob,Three Colours Red (Trois Couleurs: Rouge),False
