nominee,oscar_nomination,emmy_nomination,bafta_nomination,golden_globe_nomination
Eileen Atkins,0,0,0,1
Lewis Gilbert,0,0,0,1
Ugo Tognazzi,0,0,0,1
Anne Heywood,0,0,0,1
Phyllis Diller,0,0,0,1
Christopher George,0,0,0,1
Robert Culp,0,0,0,1
Anouk Aimée,0,0,0,1
John Saxon,0,0,0,1
Jocelyn Lagarde,0,0,0,1
Lionel Jeffries,0,0,0,1
Quentin Dean,0,0,0,1
Pruenella Ransome,0,0,0,1
Brendon Boone,0,0,0,1
Andy Williams,0,0,0,1
Barbara Bain,0,0,0,1
Beryl Reid,0,0,0,1
Zero Mostel,0,0,0,1
Barbara Hancock,0,0,0,1
Abbey Lincoln,0,0,0,1
Anne Francis,0,0,0,1
Yvonne Elliman,0,0,0,1
Dorothy Loudon,0,0,0,1
Elizabeth Ashley,0,0,0,1
Jean Seberg,0,0,0,1
Rita Hayworth,0,0,0,1
David McCallum,0,0,0,1
Inger Stevens,0,0,0,1
Lorne Greene,0,0,0,1
Richard Boone,0,0,0,1
E. G. Marshall,0,0,0,1
Jill St. John,0,0,0,1
Molly Picon,0,0,0,1
Cyril Delevanti,0,0,0,1
Gene Barry,0,0,0,1
James Franciscus,0,0,0,1
Julie Newmar,0,0,0,1
Jerry Lewis,0,0,0,1
Guy Green,0,0,0,1
Don Adams,0,0,0,1
Jane Morrow,0,0,0,1
Ossie Davis,0,0,0,1
Diana Rigg,0,0,0,1
Sandy Duncan,0,0,0,1
Twiggy,0,0,0,1
Lynda Day George,0,0,0,1
Art Garfunkel,0,0,0,1
Tom Baker,0,0,0,1
Dean Jones,0,0,0,1
Bud Cort,0,0,0,1
 Topol,0,0,0,1
Malcolm McDowell,0,0,0,1
Jessica Walter,0,0,0,1
Lesley Warren,0,0,0,1
Karen Valentine,0,0,0,1
Milburn Stone,0,0,0,1
Trish Van Devere,0,0,0,1
Edward Albert,0,0,0,1
Charles Grodin,0,0,0,1
Marisa Berenson,0,0,0,1
Helena Kallianiotes,0,0,0,1
Alec McCowen,0,0,0,1
Clive Revill,0,0,0,1
Anne Jeffreys,0,0,0,1
David Hartman,0,0,0,1
Paul Lynde,0,0,0,1
Ruth Buzzi,0,0,0,1
Tige Andrews,0,0,0,1
Zalman King,0,0,0,1
Lloyd Haines,0,0,0,1
Petula Clark,0,0,0,1
Carl Betz,0,0,0,1
Geneviève Bujold,0,0,0,1
Marianne McAndrew,0,0,0,1
Sian Phillips,0,0,0,1
Mitch Vogel,0,0,0,1
Charles Jarrott,0,0,0,1
Jim Nabors,0,0,0,1
Glen Campbell,0,0,0,1
Kim Darby,0,0,0,1
Danny Thomas,0,0,0,1
Tina Chen,0,0,0,1
Bob Rafelson,0,0,0,1
David Frost,0,0,0,1
Merv Griffin,0,0,0,1
George Englund,0,0,0,1
Hall Bartlett,0,0,0,1
Ethel Merman,0,0,0,1
Tom Ewell,0,0,0,1
Richard Fleischer,0,0,0,1
Cecil B. deMille,0,0,0,1
Kurt Kasznar,0,0,0,1
Millard Mitchell,0,0,0,1
Eli Wallach,0,0,0,1
Jacques Bergerac,0,0,0,1
Machiko Kyo,0,0,0,1
Kay Kendall,0,0,0,1
Donald O'Connor,0,0,0,1
J. Carroll Naish,0,0,0,1
David Brian,0,0,0,1
Harold Lloyd,0,0,0,1
Betty Hutton,0,0,0,1
Laslo Benedek,0,0,0,1
June Allyson,0,0,0,1
Cyd Charisse,0,0,0,1
Louis Jourdan,0,0,0,1
Gregory Rozakis,0,0,0,1
Harold J. Stone,0,0,0,1
Cesar Romero,0,0,0,1
Ross Martin,0,0,0,1
Tarita,0,0,0,1
Kaye Stevens,0,0,0,1
Martha Raye,0,0,0,1
Gabriella Pallotta,0,0,0,1
Jimmy Durante,0,0,0,1
Susan Strasberg,0,0,0,1
Morton DaCosta,0,0,0,1
Polly Bergen,0,0,0,1
Romy Schneider,0,0,0,1
Alida Valli,0,0,0,1
Marina Vlady,0,0,0,1
Tom Tryon,0,0,0,1
Stathis Giallelis,0,0,0,1
Terry-Thomas,0,0,0,1
Jonathan Winters,0,0,0,1
Linda Marsh,0,0,0,1
Liselotte Pulver,0,0,0,1
Diane Baker,0,0,0,1
Joan Greenwood,0,0,0,1
Roddy McDowall,0,0,0,1
Pauline Frederick,0,0,0,1
John Daly,0,0,0,1
David Ladd,0,0,0,1
Mitzi Gaynor,0,0,0,1
Estelle Hemsley,0,0,0,1
Joseph Welch,0,0,0,1
Nancy Kwan,0,0,0,1
Ina Balin,0,0,0,1
Anthony Mann,0,0,0,1
Ray Stricklyn,0,0,0,1
Woody Strode,0,0,0,1
Lee Kinsolving,0,0,0,1
Capucine,0,0,0,1
Claudia McNeil,0,0,0,1
Richard Beymer,0,0,0,1
Fred MacMurray,0,0,0,1
Pamela Tiffin,0,0,0,1
Elena Verdugo,0,0,0,1
JoBeth Williams,0,0,0,1
Fred Schepisi,0,0,0,1
Lou Diamond Phillips,0,0,0,1
Diane Venora,0,0,0,1
Alan Rachins,0,0,0,1
Judd Nelson,0,0,0,1
Brian McNamara,0,0,0,1
John Larroquette,0,0,0,1
Gordon Thomson,0,0,0,1
Julia Duffy,0,0,0,1
Allyce Beasley,0,0,0,1
Ron Perlman,0,0,0,1
Jackée Harry,0,0,0,1
Swoosie Kurtz,0,0,0,1
Barry Bostwick,0,0,0,1
Lane Smith,0,0,0,1
Mel Harris,0,0,0,1
Ken Olin,0,0,0,1
Stephanie Beacham,0,0,0,1
Christopher Burke,0,0,0,1
Gérard Depardieu,0,0,0,1
Macaulay Culkin,0,0,0,1
Hector Elizondo,0,0,0,1
Alan Thicke,0,0,0,1
Ted Neeley,0,0,0,1
John James,0,0,0,1
Ed Begley Jr.,0,0,0,1
Lesley-Anne Down,0,0,0,1
Inga Swenson,0,0,0,1
Philip Michael Thomas,0,0,0,1
Eric Stoltz,0,0,0,1
R. Lee Ermey,0,0,0,1
Griffin Dunne,0,0,0,1
Ben Vereen,0,0,0,1
Roxana Zal,0,0,0,1
Matthew Broderick,0,0,0,1
Linda Kozlowski ,0,0,0,1
Ray Liotta,0,0,0,1
Connie Sellecca,0,0,0,1
William Devane,0,0,0,1
Justine Bateman,0,0,0,1
Ron Leibman,0,0,0,1
Rachel Levin,0,0,0,1
Jennifer Grey,0,0,0,1
Annette O'Toole,0,0,0,1
Suzanne Pleshette,0,0,0,1
John Leguizamo,0,0,0,1
Lisa Kudrow,0,0,0,1
Daniel Benzali,0,0,0,1
Charles S. Dutton,0,0,0,1
Stephanie Zimbalist,0,0,0,1
Fyvush Finkel,0,0,0,1
Jane Leeves,0,0,0,1
Liz Torres,0,0,0,1
Leigh Taylor-Young,0,0,0,1
Laura Leighton,0,0,0,1
Irene Bedard,0,0,0,1
Henry Thomas,0,0,0,1
Courtney Love,0,0,0,1
Madonna,0,0,0,1
Marion Ross,0,0,0,1
Cuba Gooding Jr.,0,0,0,1
Isabella Rossellini,0,0,0,1
Kristen Johnston,0,0,0,1
Greta Scacchi,0,0,0,1
Joey Lauren Adams,0,0,0,1
Pam Grier,0,0,0,1
Arnold Schwarzenegger,0,0,0,1
Michael Jeter,0,0,0,1
Ricky/Rick Schroder,0,0,0,1
Patricia Wettig,0,0,0,1
Sherilyn Fenn,0,0,0,1
Barry Miller,0,0,0,1
Terry Gilliam,0,0,0,1
Lynn Whitfield,0,0,0,1
Amanda Donohoe,0,0,0,1
Sammi Davis-Voss,0,0,0,1
Chris O'Donnell,0,0,0,1
Theresa Saldana,0,0,0,1
Philip Casnoff,0,0,0,1
Regina Taylor,0,0,0,1
Colm Meaney,0,0,0,1
Penelope Ann Miller,0,0,0,1
Andrew Davis,0,0,0,1
David Caruso,0,0,0,1
Cynthia Gibb,0,0,0,1
Cecilia Peck,0,0,0,1
Marla Gibbs,0,0,0,1
Selma Diamond,0,0,0,1
Sherman Hemsley,0,0,0,1
Darleen Carr,0,0,0,1
Leslie Uggams,0,0,0,1
Adrienne Barbeau,0,0,0,1
Kathleen Beller,0,0,0,1
Anne Meara,0,0,0,1
Josette Banzet,0,0,0,1
Freddie Prinze,0,0,0,1
Sammy Davis Jr.,0,0,0,1
Dinah Shore,0,0,0,1
Lee Majors,0,0,0,1
Robert Conrad,0,0,0,1
Cindy Williams,0,0,0,1
Brad Davis,0,0,0,1
Olivia Newton-John,0,0,0,1
Chevy Chase,0,0,0,1
Mona Washbourne,0,0,0,1
Richard Hatch,0,0,0,1
Michael Landon,0,0,0,1
Suzanne Somers,0,0,0,1
Norman Fell,0,0,0,1
Lisa Eichhorn,0,0,0,1
Richard Jordan,0,0,0,1
Betty Garrett,0,0,0,1
Carl Anderson,0,0,0,1
Julie London,0,0,0,1
Emily McLaughlin,0,0,0,1
Dom De Luise,0,0,0,1
McLean Stevenson,0,0,0,1
Strother Martin,0,0,0,1
Teresa Graves,0,0,0,1
Esther Rolle,0,0,0,1
Whitman Mayo,0,0,0,1
Marty Feldman,0,0,0,1
Marilyn Hassett,0,0,0,1
John Cazale,0,0,0,1
Barry Newman,0,0,0,1
Johnny Carson,0,0,0,1
Susan Howard,0,0,0,1
Kris Kristofferson,0,0,0,1
Jack Weston,0,0,0,1
Marthe Keller,0,0,0,1
Susan Clark,0,0,0,1
Lionel Stander,0,0,0,1
Linda Ronstadt,0,0,0,1
Jennifer Beals,0,0,0,1
Bonnie Bedelia,0,0,0,1
Anson Williams,0,0,0,1
Lorenzo Lamas,0,0,0,1
Victoria Principal,0,0,0,1
Robby Benson,0,0,0,1
Philip Anglim,0,0,0,1
Lucy Gutteridge,0,0,0,1
Constantin Costa-Gavras,0,0,0,1
Jim Metzler,0,0,0,1
Barbara Carrera,0,0,0,1
Joanna Pacula,0,0,0,1
Kurt Russell,0,0,0,1
Joanna Cassidy,0,0,0,1
Victoria Tennant,0,0,0,1
Bryan Brown,0,0,0,1
Perry King,0,0,0,1
Jeffrey Jones,0,0,0,1
Sergio Leone,0,0,0,1
Jane Curtin,0,0,0,1
David Keith,0,0,0,1
Lainie Kazan,0,0,0,1
Scott Wilson,0,0,0,1
Kate Mulgrew,0,0,0,1
Erik Estrada,0,0,0,1
Donna Pescow,0,0,0,1
Wilfred Hyde-White,0,0,0,1
David Doyle,0,0,0,1
Nastassja Kinski,0,0,0,1
Deborah Raffin,0,0,0,1
Irene Cara,0,0,0,1
Neil Diamond,0,0,0,1
Lucie Arnaz,0,0,0,1
Beverly D'Angelo,0,0,0,1
Aileen Quinn,0,0,0,1
Yoko Shimada,0,0,0,1
Melissa Gilbert,0,0,0,1
Wayne Rogers,0,0,0,1
Geoffrey Lewis,0,0,0,1
Howard E. Rollins Jr.,0,0,0,1
Jaclyn Smith,0,0,0,1
Morgan Fairchild,0,0,0,1
Barbara Mandrell,0,0,0,1
Lauren Tewes,0,0,0,1
Danielle Brisebois,0,0,0,1
Herve Villechaize,0,0,0,1
Andrew Scott,0,0,0,1
