nominee,oscar_nomination,emmy_nomination,bafta_nomination,golden_globe_nomination,director_count,writer_count,actor_count
Martha Scott,1,0,0,0,0,0,2
Ginger Rogers,1,0,0,1,0,0,9
James Stephenson,1,0,0,0,0,0,0
Jack Oakie,1,0,0,0,0,0,1
William Gargan,1,0,0,0,0,0,5
Albert Basserman,1,0,0,0,0,0,0
"James Poe, John Farrow, S.J. Perelman",1,0,0,0,0,0,0
"Fred Guiol, Ivan Moffat",1,0,0,0,0,0,0
Norman Corwin,1,0,0,0,0,0,0
"Waldo Salt, Norman Wexler",1,0,0,0,0,0,0
Emil Jannings,1,0,0,0,0,0,0
Diahann Carroll,1,0,0,3,0,0,4
Lee Strasberg,1,0,0,0,0,0,1
Michael V. Gazzo,1,0,0,0,0,0,3
Fred Astaire,1,0,0,5,0,0,9
Art Carney,1,0,0,1,0,0,7
"Melvin Frank, Jack Rose",1,0,1,0,0,0,0
David S. Ward,1,0,0,0,5,6,0
Steve Shagan,1,0,0,0,0,4,0
"George Lucas, Gloria Katz, Willard Huyck",1,0,0,0,0,0,0
James Bridges,1,0,0,1,4,1,0
Francois Truffaut,1,0,0,0,0,0,0
William Peter Blatty,1,0,0,0,2,4,0
Sylvia Sidney,1,0,0,2,0,0,8
Tatum O'Neal,1,0,0,1,0,0,5
Candy Clark,1,0,0,0,0,0,11
Linda Blair,1,0,0,1,0,0,8
Randy Quaid,1,0,0,3,0,0,31
Jason Miller,1,0,0,0,0,0,3
John Houseman,1,0,0,4,0,0,5
Jack Gilford,1,0,0,1,0,0,3
"Terence McCloy, Chris Clark, Suzanne de Passe",1,0,0,0,0,0,0
Valentina Cortese,1,0,0,1,0,0,3
"Francois Truffaut, Jean-Louis Richard, Suzanne Schiffman",1,0,0,0,0,0,0
Jeremy Larner,1,0,0,0,0,0,0
Lily Tomlin,1,0,1,6,0,0,18
Giancarlo Giannini,1,0,0,0,0,0,21
"Ruggero Maccari, Dino Risi",1,0,0,0,0,2,0
"Lawrence Hauben, Bo Goldman",1,0,1,0,0,1,0
"John Huston, Gladys Hill",1,0,0,0,0,1,0
"Robert Towne, Warren Beatty",1,0,0,0,0,1,0
Ted Allan,1,0,0,0,0,0,0
Frank Pierson,1,0,1,0,1,4,0
"Claude Lelouch, Pierre Uytterhoeven",1,0,0,0,0,1,0
"Federico Fellini, Tonino Guerra",1,0,0,0,0,1,0
Brenda Vaccaro,1,0,0,2,0,0,10
Ronee Blakley,1,0,0,1,0,0,3
"Paul Mazursky, Josh Greenfeld",1,0,0,0,0,0,0
Carol Kane,1,0,0,1,0,0,22
Louise Fletcher,1,0,1,1,0,0,20
Chris Sarandon,1,0,0,0,0,0,14
Brad Dourif,1,0,0,0,0,0,36
George Burns,1,0,0,0,0,0,3
"Gene Wilder, Mel Brooks",1,0,0,0,0,1,0
Paul Dehn,1,0,0,0,0,5,0
Julian Barry,1,0,0,0,0,0,1
"Francis Ford Coppola, Mario Puzo",1,0,0,0,0,1,0
Screenplay by Mordecai Richler;  Adaptation by Lionel Chetwynd,1,0,0,0,0,0,0
Story and Screenplay by Luis Buñuel;  in collaboration with Jean-Claude Carrière,1,0,0,0,0,0,0
"Lonne Elder, III",1,0,0,0,0,0,0
Burt Young,1,0,0,0,0,0,19
Arthur Hiller,1,0,0,1,10,0,0
"Francis Ford Coppola, Edmund H. North",1,0,0,0,0,1,0
Eric Rohmer,1,0,0,0,0,0,0
Erich Segal,1,0,0,0,0,2,0
Norman Wexler,1,0,0,0,0,2,0
"Story by Bob Rafelson, Adrien Joyce;  Screenplay by Adrien Joyce",1,0,0,0,0,0,0
Larry Kramer,1,0,1,0,0,1,0
"Ring Lardner, Jr.",1,0,0,0,0,0,0
"Renee Taylor, Joseph Bologna, David Zelag Goodman",1,0,0,0,0,0,0
Ken Russell,1,0,0,1,4,2,3
Franklin J. Schaffner,1,0,0,1,7,0,0
Sally Kellerman,1,0,0,1,0,0,14
Leonard Frey,1,0,0,0,0,0,3
Karen Black,1,0,0,3,0,0,25
Carrie Snodgress,1,0,0,1,0,0,7
Sarah Miles,1,0,3,2,0,0,3
Ali MacGraw,1,0,0,1,0,0,4
John Mills,1,0,2,1,0,0,11
John Marley,1,0,0,1,0,0,5
Chief Dan George,1,0,0,1,0,0,2
Richard Castellano,1,0,0,0,0,0,0
Ryan O'Neal,1,0,0,2,0,0,14
James Earl Jones,1,0,0,4,0,0,24
Topol,1,0,0,0,0,2,9
Richard Jaeckel,1,0,0,0,0,0,7
"Mario Puzo, Francis Ford Coppola",1,0,0,0,0,2,0
Penelope Gilliatt,1,0,1,0,0,0,0
"Jan Troell, Bengt Forslund",1,0,0,0,0,0,0
Jay Allen,1,0,0,0,0,0,0
Jan Troell,1,0,0,0,3,1,0
Susan Tyrrell,1,0,0,0,0,0,7
Jeannie Berlin,1,0,0,1,0,0,3
Cicely Tyson,1,0,1,1,0,0,12
Diana Ross,1,0,1,2,0,0,1
Joel Grey,1,0,0,2,0,0,6
James Caan,1,0,0,3,0,0,30
Paul Winfield,1,0,0,0,0,0,11
Herman Raucher,1,0,0,0,0,4,0
Ben Johnson,1,0,0,1,0,0,22
"Andy Lewis, Dave Lewis",1,0,0,0,0,0,0
"Elio Petri, Ugo Pirro",1,0,0,0,0,0,0
"Larry McMurtry, Peter Bogdanovich",1,0,1,0,0,1,0
"Ugo Pirro, Vittorio Bonicelli",1,0,0,0,0,0,0
Ernest Tidyman,1,0,0,0,0,3,0
Peter Bogdanovich,1,0,0,2,9,2,6
Margaret Leighton,1,0,1,0,0,0,0
Cloris Leachman,1,0,0,4,0,0,29
Barbara Harris,1,0,0,4,0,0,7
Janet Suzman,1,0,0,0,0,0,2
Ned Beatty,1,0,0,1,0,0,31
Marie-Christine Barrault,1,0,0,0,0,0,5
Robert Lewin,1,0,0,0,0,0,0
Elizabeth McGovern,1,0,0,1,0,0,19
"Warren Beatty, Trevor Griffiths",1,0,0,0,0,1,0
Colin Welland,1,0,1,0,0,3,0
John Guare,1,0,1,0,0,2,0
Steve Gordon,1,0,0,0,1,2,0
Michael Weller,1,0,0,0,0,0,0
"Jay Presson Allen, Sidney Lumet",1,0,0,0,0,1,0
Dennis Potter,1,0,0,0,0,4,0
Ernest Thompson,1,0,1,0,0,1,0
Mark Rydell,1,0,0,2,5,0,4
Hugh Hudson,1,0,0,0,5,1,0
Joan Hackett,1,0,0,1,0,0,1
Robert Preston,1,0,0,2,0,0,5
"Howard E. Rollins, Jr.",1,0,0,0,0,0,0
Ian Holm,1,0,1,0,0,0,42
James Coco,1,0,0,2,0,0,2
Dudley Moore,1,0,0,4,0,1,11
"Nancy Meyers, Charles Shyer, Harvey Miller",1,0,0,0,0,0,0
Jean Gruault,1,0,0,0,0,2,0
Christopher Gore,1,0,0,0,0,1,0
"Screenplay by W. D. Richter;  Story by W. D. Richter, Arthur Ross",1,0,0,0,0,0,0
Screenplay by Lawrence B. Marcus;  Adaptation by Richard Rush,1,0,0,0,0,0,0
"Christopher DeVore, Eric Bergren, David Lynch",1,0,0,0,0,0,0
"Louis Gossett, Jr.",1,0,0,0,0,0,0
Teri Garr,1,0,0,0,0,0,18
"Jonathan Hardy, David Stevens, Bruce Beresford",1,0,0,0,0,0,0
Linda Hunt,1,0,0,1,0,0,7
Tom Hulce,1,0,0,4,0,0,7
F. Murray Abraham,1,0,0,1,0,0,28
"Lawrence Lasker, Walter F. Parkes",1,0,0,0,0,1,0
"Nora Ephron, Alice Arlen",1,0,0,0,0,2,0
"Lawrence Kasdan, Barbara Benedek",1,0,0,0,0,1,0
Willy Russell,1,0,2,0,0,1,1
Ronald Harwood,1,0,2,0,0,7,0
Bruce Beresford,1,0,0,1,20,3,0
Alfre Woodard,1,0,0,3,0,0,26
Amy Irving,1,0,0,2,0,0,12
Rip Torn,1,0,0,0,1,0,36
Lesley Ann Warren,1,0,0,4,0,0,16
Sam Shepard,1,0,1,1,0,4,33
Tom Conti,1,0,0,2,0,0,7
"Screenplay by Larry Gelbart, Murray Schisgal; Story by Don McGuire, Larry Gelbart",1,0,0,0,0,0,0
Douglas Day Stewart,1,0,0,0,1,4,0
John Briley,1,0,1,0,0,5,0
Melissa Mathison,1,0,1,0,0,5,0
Blake Edwards,1,0,0,1,17,13,0
David Mamet,1,0,0,0,7,16,0
"Costa-Gavras, Donald Stewart",1,0,1,0,0,0,0
Richard Attenborough,1,0,3,5,8,0,7
Tom Rickman,1,0,0,0,0,0,0
Richard Rush,1,0,0,1,2,1,0
Beatrice Straight,1,0,0,0,0,0,5
Herbert Ross,1,0,0,1,8,0,0
Walter Newman,1,0,0,0,0,0,0
"Warren Beatty, Buck Henry",1,0,0,0,0,0,0
Michael Cimino,1,0,0,1,6,3,1
Hal Ashby,1,0,0,3,6,0,0
Penelope Milford,1,0,0,0,0,0,5
Gary Busey,1,0,0,1,0,0,35
Arthur Laurents,1,0,0,0,0,1,0
"Luis Buñuel, Jean-Claude Carrière",1,0,1,0,0,1,0
Larry Gelbart,1,0,0,0,0,3,0
"Gavin Lambert, Lewis John Carlino",1,0,0,0,0,0,0
Tuesday Weld,1,0,0,1,0,0,4
Bernard Slade,1,0,0,0,0,2,0
Quinn Cummings,1,0,0,1,0,0,0
Leslie Browne,1,0,0,1,0,0,0
Peter Firth,1,0,0,1,0,0,10
Mikhail Baryshnikov,1,0,0,1,0,0,1
Walter Bernstein,1,0,0,0,0,2,0
Story and Screenplay by Jean-Charles Tacchella;  Adaptation by Daniele Thompson,1,0,0,0,0,0,0
"Steve Shagan, David Butler",1,0,0,0,0,0,0
Nicholas Meyer,1,0,0,0,4,4,0
"Federico Fellini, Bernardino Zapponi",1,0,0,0,0,0,0
John G. Avildsen,1,0,0,1,11,0,0
"Elaine May, Warren Beatty",1,0,0,0,0,1,0
"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones",1,0,0,0,0,0,0
Mary Steenburgen,1,0,0,2,0,0,30
"Robert Alan Aurthur, Bob Fosse",1,0,0,0,0,0,0
Diana Scarwid,1,0,0,0,0,0,18
Cathy Moriarty,1,0,0,1,0,0,16
Eva Le Gallienne,1,0,0,0,0,0,0
Eileen Brennan,1,0,0,2,0,0,10
Mary Tyler Moore,1,0,1,9,0,0,5
Michael O'Keefe,1,0,0,0,0,0,16
Timothy Hutton,1,0,0,3,0,0,28
"Mike Gray, T.S. Cook, James Bridges",1,0,0,0,0,0,0
Steve Tesich,1,0,0,0,0,3,0
"Valerie Curtin, Barry Levinson",1,0,0,0,0,2,0
Allan Burns,1,0,0,0,0,1,0
"Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker;  Screenplay by Deric Washburn",1,0,0,0,0,0,0
"Francis Veber, Edouard Molinaro, Marcello Danon, Jean Poiret",1,0,0,0,0,0,0
"John Milius, Francis Coppola",1,0,0,0,0,0,0
Edouard Molinaro,1,0,0,0,0,0,0
Francis Coppola,1,0,0,0,0,0,0
Mariel Hemingway,1,0,0,1,0,0,14
Candice Bergen,1,0,0,11,0,0,12
Barbara Barrie,1,0,0,0,0,0,3
Justin Henry,1,0,0,1,0,0,6
Frederic Forrest,1,0,0,1,0,0,14
Paul Mazursky,1,0,0,1,9,6,12
"Story by Walon Green, Roy N. Sickner;  Screenplay by Walon Green, Sam Peckinpah",1,0,0,0,0,0,0
"Peter Fonda, Dennis Hopper, Terry Southern",1,0,0,0,0,0,0
"Story by Nicola Badalucco;   Screenplay by Nicola Badalucco, Enrico Medioli, Luchino Visconti",1,0,0,0,0,0,0
George Chakiris,1,0,0,1,0,0,1
"Sergio Amidei, Diego Fabbri, Indro Montanelli",1,0,0,0,0,0,0
"Valentin Yoshov, Grigori Chukhrai",1,0,0,0,0,0,0
"Sidney Carroll, Robert Rossen",1,0,0,0,0,0,0
George Axelrod,1,0,0,0,0,6,0
"Robert Wise, Jerome Robbins",1,0,0,0,0,0,0
J. Lee Thompson,1,0,0,1,11,0,0
Rita Moreno,1,0,1,3,0,0,3
Una Merkel,1,0,0,0,0,0,3
Lotte Lenya,1,0,0,1,0,0,1
Jackie Gleason,1,0,0,3,0,0,2
Stuart Whitman,1,0,0,0,0,0,4
"Stanley Shapiro, Paul Henning",1,0,0,0,0,1,0
Marguerite Duras,1,0,0,0,0,1,0
"Story by Richard Gregson, Michael Craig;  Screenplay by Bryan Forbes",1,0,0,0,0,0,0
James Kennaway,1,0,0,0,0,1,0
Isobel Lennart,1,0,0,0,0,3,0
"Gavin Lambert, T. E. B. Clarke",1,0,0,0,0,0,0
Jack Cardiff,1,0,0,1,1,0,0
Mary Ure,1,0,0,1,0,0,1
Janet Leigh,1,0,0,1,0,0,11
Shirley Jones,1,0,0,4,0,0,5
Glynis Johns,1,0,0,1,0,0,7
"Federico Fellini, Tullio Pinelli, Ennio Flaiano, Brunello Rondi",1,0,0,0,0,0,0
William Inge,1,0,0,0,0,1,0
Chill Wills,1,0,0,0,0,0,4
"Robert Bolt, Michael Wilson",1,0,0,0,0,0,0
Diane Cilento,1,0,0,0,0,0,2
Rachel Roberts,1,0,2,1,0,0,8
Bobby Darin,1,0,0,2,0,0,2
Nick Adams,1,0,0,0,0,0,0
"Stanley Shapiro, Nate Monaster",1,0,0,0,0,0,0
Alain Robbe-Grillet,1,0,0,0,2,2,0
"Story by Charles Kaufman;  Screenplay by Charles Kaufman, Wolfgang Reinhardt",1,0,0,0,0,0,0
"Ennio de Concini, Alfredo Giannetti, Pietro Germi",1,0,0,0,0,0,0
William Gibson,1,0,0,0,1,4,0
Vladimir Nabokov,1,0,0,0,0,3,0
Eleanor Perry,1,0,0,0,0,1,0
Ed Begley,1,0,0,1,0,0,28
Robert Mulligan,1,0,0,2,1,0,0
Pietro Germi,1,0,0,0,0,0,0
Frank Perry,1,0,0,0,3,0,0
Patty Duke,1,0,0,3,0,0,3
Mary Badham,1,0,0,0,0,0,0
Lee Remick,1,0,0,6,0,0,3
Terence Stamp,1,0,1,1,0,0,26
Omar Sharif,1,0,0,2,0,0,14
Telly Savalas,1,0,0,6,0,0,8
Victor Buono,1,0,0,1,0,0,3
Melina Mercouri,1,0,0,3,0,0,2
Jack Kruschen,1,0,0,0,0,0,5
"Paul Mazursky, Larry Tucker",1,0,1,0,0,1,0
Miyoshi Umeki,1,0,0,3,0,0,0
Tony Curtis,1,0,0,2,0,0,9
"Story by Federico Fellini, Ennio Flaiano, Tullio Pinelli;  Screenplay by Federico Fellini, Ennio Flaiano",1,0,0,0,0,0,0
"Story by Barney Slater, Joel Kane;  Screenplay by Dudley Nichols",1,0,0,0,0,0,0
"Story by Ralph Wheelwright;  Screenplay by R. Wright Campbell, Ivan Goff, Ben Roberts",1,0,0,0,0,0,0
Leonard Gershe,1,0,0,0,0,1,0
George Wells,1,0,0,0,0,1,0
Reginald Rose,1,0,0,0,0,4,0
"John Lee Mahin, John Huston",1,0,0,0,0,0,0
"Michael Wilson, Carl Foreman, Pierre Boulle",1,0,0,0,0,0,0
Diane Varsi,1,0,0,0,0,0,0
Hope Lange,1,0,0,2,0,0,5
Theodore Bikel,1,0,0,0,0,0,9
Carolyn Jones,1,0,0,1,0,0,8
Lana Turner,1,0,0,0,0,0,7
Russ Tamblyn,1,0,0,0,0,0,6
Sessue Hayakawa,1,0,0,1,0,0,2
Vittorio De Sica,1,0,0,0,3,0,2
Red Buttons,1,0,0,3,0,0,8
Anthony Franciosa,1,0,0,3,0,0,2
Albert Lamorisse,1,0,0,0,1,1,0
"Federico Fellini, Tullio Pinelli",1,0,0,0,0,1,0
Andrew L. Stone,1,0,0,0,1,1,0
David Niven,1,0,1,3,0,0,11
Burl Ives,1,0,0,1,0,0,1
Trevor Howard,1,0,3,3,0,0,10
Doris Day,1,0,0,6,0,0,1
"Story by Russell Rouse, Clarence Greene;  Screenplay by Stanley Shapiro, Maurice Richlin",1,0,0,0,0,0,0
"Story by Paul King, Joseph Stone;  Screenplay by Stanley Shapiro, Maurice Richlin",1,0,0,0,0,0,0
"Francois Truffaut, Marcel Moussy",1,0,0,0,0,0,0
Neil Paterson,1,0,0,0,0,0,0
Karl Tunberg,1,0,0,0,0,3,0
Wendell Mayes,1,0,0,0,0,1,0
Jack Clayton,1,0,0,0,2,0,0
Juanita Moore,1,0,0,1,0,0,3
Susan Kohner,1,0,0,2,0,0,3
Hermione Baddeley,1,0,1,1,0,0,3
Ed Wynn,1,0,0,1,0,0,2
Peggy Cass,1,0,0,1,0,0,0
Robert Vaughn,1,0,0,3,0,0,16
Charlton Heston,1,0,0,3,0,0,14
Laurence Harvey,1,0,2,1,0,0,2
"Fay Kanin, Michael Kanin",1,0,0,0,0,0,0
"Story by James Edward Grant;  Screenplay by William Bowers, James Edward Grant",1,0,0,0,0,0,0
"Terence Rattigan, John Gay",1,0,0,0,0,0,0
"Nelson Gidding, Don Mankiewicz",1,0,0,0,0,0,0
"Richard Brooks, James Poe",1,0,0,0,0,0,0
Cara Williams,1,0,0,1,0,0,0
Martha Hyer,1,0,0,0,0,0,5
Margaret Rutherford,1,0,0,1,0,0,2
Lilia Skala,1,0,0,2,0,0,3
Martin Ritt,1,0,0,2,3,0,1
Stirling Silliphant,1,0,0,0,0,4,0
Daniel Massey,1,0,0,1,0,0,2
Seymour Cassel,1,0,0,0,0,0,34
Jack Albertson,1,0,0,0,0,0,3
Cliff Robertson,1,0,0,1,0,0,13
Ron Moody,1,0,0,1,0,0,4
Alan Bates,1,0,2,3,0,0,9
Jorge Semprun,1,0,0,0,0,0,0
Story by Robert Kaufman;  Screenplay by Norman Lear,1,0,0,0,0,0,0
"David Newman, Robert Benton",1,0,0,0,0,0,0
"Joseph Strick, Fred Haines",1,0,0,0,0,0,0
"Calder Willingham, Buck Henry",1,0,1,0,0,1,0
Gene Wilder,1,0,0,2,1,2,10
"Donn Pearce, Frank R. Pierson",1,0,0,0,0,0,0
Katharine Ross,1,0,1,1,0,0,7
Beah Richards,1,0,0,1,0,0,4
Mildred Natwick,1,0,0,0,0,0,2
Carol Channing,1,0,0,1,0,0,0
Michael J. Pollard,1,0,0,1,0,0,14
George Kennedy,1,0,0,2,0,0,26
"Clint Johnston, Don Peters",1,0,0,0,0,0,0
"Story by Claude Lelouch;  Screenplay by Claude Lelouch, Pierre Uytterhoeven",1,0,0,0,0,0,0
Robert Ardrey,1,0,0,0,0,1,0
Jack Wild,1,0,0,0,0,0,0
Lynn Carlin,1,0,1,0,0,0,1
Tony Richardson,1,0,0,1,5,1,0
Rupert Crosse,1,0,0,0,0,0,0
"Jorge Semprun, Costa-Gavras",1,0,0,0,0,0,0
"James Poe, Robert E. Thompson",1,0,0,0,0,0,0
Waldo Salt,1,0,1,0,0,4,0
"Screenplay by John Hale, Bridget Boland;  Adaptation by Richard Sokolove",1,0,0,0,0,0,0
Costa-Gavras,1,0,0,0,5,4,0
Susannah York,1,0,0,2,0,0,7
Catherine Burns,1,0,0,0,0,0,0
Genevieve Bujold,1,0,0,0,0,0,0
Anthony Quayle,1,0,1,1,0,0,2
Elliott Gould,1,0,0,1,0,0,20
"Stanley Kubrick, Arthur C. Clarke",1,0,0,0,0,1,0
Sondra Locke,1,0,0,1,0,0,6
Mel Brooks,1,0,0,2,10,11,11
"Ira Wallach, Peter Ustinov",1,0,0,0,0,0,0
"Franco Solinas, Gillo Pontecorvo",1,0,0,0,0,0,0
Stewart Stern,1,0,0,0,0,1,1
Vernon Harris,1,0,0,0,0,1,0
James Goldman,1,0,1,0,0,1,0
Franco Zeffirelli,1,0,0,1,3,2,0
Anthony Harvey,1,0,0,1,1,0,0
Gillo Pontecorvo,1,0,0,0,1,0,0
Kay Medford,1,0,0,0,0,0,2
"Story by Michelangelo Antonioni;  Screenplay by Michelangelo Antonioni, Tonino Guerra, Edward Bond",1,0,0,0,0,0,0
Bill Naughton,1,0,0,0,0,3,0
Claude Lelouch,1,0,0,1,7,6,0
Lila Kedrova,1,0,0,1,0,0,2
"Jean-Paul Rappeneau, Ariane Mnouchkine, Daniel Boulanger, Philippe De Broca",1,0,0,0,0,0,0
"Age, Scarpelli, Mario Monicelli",1,0,0,0,0,0,0
"Story by Orville H. Hampton;  Screenplay by Raphael Hayes, Orville H. Hampton",1,0,0,0,0,0,0
Alun Owen,1,0,0,0,0,1,0
"Story by S. H. Barnett;  Screenplay by Peter Stone, Frank Tarloff",1,0,0,0,0,0,0
"Bill Walsh, Don DaGradi",1,0,0,0,0,1,0
"Stanley Kubrick, Peter George, Terry Southern",1,0,0,0,0,0,0
Edward Anhalt,1,0,0,0,0,3,0
Robert Stevenson,1,0,0,0,1,0,0
Peter Glenville,1,0,0,1,1,0,0
Grayson Hall,1,0,0,1,0,0,2
Michelangelo Antonioni,1,0,0,0,3,2,0
Debbie Reynolds,1,0,0,4,0,0,8
Lee Tracy,1,0,0,1,0,0,1
Stanley Holloway,1,0,0,1,0,0,5
James R. Webb,1,0,0,0,0,3,0
"Story by Pasquale Festa Campanile, Massimo Franciosa, Nanni Loy, Vasco Pratolini;  Screenplay by Carlo Bernari, Pasquale Festa Campanile, Massimo Franciosa, Nanni Loy",1,0,0,0,0,0,0
"Federico Fellini, Ennio Flaiano, Tullio Pinelli, Brunello Rondi",1,0,0,0,0,0,0
John Osborne,1,0,0,0,0,1,1
"Serge Bourguignon, Antoine Tudal",1,0,0,0,0,0,0
James Poe,1,0,0,0,0,1,0
"Richard L. Breen, Phoebe Ephron, Henry Ephron",1,0,0,0,0,0,0
Lee Marvin,1,0,0,2,0,0,11
Oskar Werner,1,0,0,3,0,0,2
Martin Balsam,1,0,0,1,0,0,17
Ian Bannen,1,0,1,0,0,0,8
Vivien Merchant,1,0,0,1,0,0,2
Jocelyne Lagarde,1,0,0,0,0,0,1
Sandy Dennis,1,0,0,2,0,0,6
Ida Kaminska,1,0,0,1,0,0,0
Anouk Aimee,1,0,0,0,0,0,0
Robert Shaw,1,0,0,1,0,0,6
George Segal,1,0,0,4,0,0,14
Mako,1,0,0,1,5,6,70
Jacques Demy,1,0,0,0,3,4,0
"Franklin Coen, Frank Davis",1,0,0,0,0,0,0
"Jack Davies, Ken Annakin",1,0,0,0,0,0,0
"Age, Scarpelli, Mario Monicelli, Tonino Guerra, Giorgio Salvioni, Suso Cecchi D'Amico",1,0,0,0,0,0,0
Herb Gardner,1,0,0,0,0,1,0
"Stanley Mann, John Kohn",1,0,0,0,0,0,0
"Walter Newman, Frank R. Pierson",1,0,0,0,0,0,0
Hiroshi Teshigahara,1,0,0,0,0,0,0
Peggy Wood,1,0,0,1,0,0,1
Elizabeth Hartman,1,0,0,2,0,0,2
Samantha Eggar,1,0,0,1,0,0,6
Frank Finlay,1,0,0,1,0,0,7
Michael Dunn,1,0,0,0,0,0,2
Written by Celine Song,1,0,0,0,0,0,0
Saturday Night Live,0,77,0,0,0,0,0
30 Rock,0,73,0,0,0,0,0
Modern Family,0,46,0,0,0,0,0
Veep,0,40,0,0,0,0,0
Curb Your Enthusiasm,0,30,0,0,0,0,0
The Office,0,27,0,0,0,0,0
American Masters,0,24,0,0,0,0,0
Two And A Half Men,0,23,0,0,0,0,0
The Big Bang Theory,0,22,0,0,0,0,0
Glee,0,21,0,0,0,2,64
Desperate Housewives,0,20,0,0,0,0,0
The Simpsons,0,20,0,0,0,0,0
Entourage,0,18,0,0,0,0,0
The Marvelous Mrs. Maisel,0,17,0,0,0,0,0
Silicon Valley,0,16,0,0,0,0,0
Transparent,0,16,0,0,0,0,0
Louie,0,15,0,0,1,1,19
Arrested Development,0,15,0,0,0,0,0
Barry,0,15,0,0,49,58,455
Monk,0,14,0,0,0,5,34
Girls,0,14,0,0,0,1,2
Atlanta,0,14,0,0,0,0,0
Unbreakable Kimmy Schmidt,0,13,0,0,0,0,0
Family Guy,0,13,0,0,0,0,0
black-ish,0,13,0,0,0,0,0
Nurse Jackie,0,12,0,0,0,0,0
The Colbert Report,0,11,0,0,0,0,0
Biography,0,11,0,0,0,0,0
The Daily Show With Jon Stewart,0,11,0,0,0,0,0
Inside The Actors Studio,0,10,0,0,0,0,0
Episodes,0,9,0,0,0,0,0
Mildred Pierce,0,9,0,0,0,0,0
Last Week Tonight With John Oliver,0,9,0,0,0,0,0
Ugly Betty,0,9,0,0,0,0,0
Parks And Recreation,0,9,0,0,0,0,0
Extras,0,8,0,0,0,0,0
John Adams,0,8,0,0,1,2,1
Master Of None,0,8,0,0,0,0,0
Fleabag,0,8,0,0,0,0,0
American Horror Story: Coven,0,8,0,0,0,0,0
Luther,0,8,0,0,0,1,9
Weeds,0,8,0,0,0,0,0
Inside Amy Schumer,0,7,0,0,0,0,0
This American Life,0,7,0,0,0,0,0
Recount,0,7,0,0,0,0,0
American Experience,0,7,0,0,0,0,0
Hatfields & McCoys,0,7,0,0,0,0,0
Game Change,0,7,0,0,0,0,0
THE SIMPSONS,0,7,0,0,0,0,0
Shameless,0,7,0,0,0,0,0
Jimmy Kimmel Live,0,6,0,0,0,0,0
Broken Trail,0,6,0,0,0,0,0
Scrubs,0,6,0,0,0,0,0
Grey Gardens,0,6,0,0,0,0,0
My Name Is Earl,0,6,0,0,0,0,0
The Late Show With Stephen Colbert,0,6,0,0,0,0,0
Flight Of The Conchords,0,6,0,0,0,0,0
You Don't Know Jack,0,6,0,0,0,0,0
Temple Grandin,0,6,0,0,0,0,0
The Good Place,0,6,0,0,0,0,0
Too Big To Fail,0,6,0,0,0,0,0
Anthony Bourdain: No Reservations,0,6,0,0,0,0,0
Portlandia,0,6,0,0,0,0,0
How I Met Your Mother,0,6,0,0,0,0,0
Grace And Frankie,0,5,0,0,0,0,0
Robot Chicken,0,5,0,0,0,0,0
Little Dorrit (Masterpiece),0,5,0,0,0,0,0
Into The Storm,0,5,0,0,0,0,0
Pushing Daisies,0,5,0,0,0,0,0
Key & Peele,0,5,0,0,0,0,0
Alice,0,5,0,0,7,28,251
Deadliest Catch,0,5,0,0,0,0,0
The Pacific,0,5,0,0,0,0,0
Downton Abbey,0,5,0,0,0,0,0
Penn & Teller: Bullshit!,0,5,0,0,0,0,0
The Amazing Race,0,5,0,0,0,0,0
Full Frontal With Samantha Bee,0,5,0,0,0,0,0
American Horror Story: Asylum,0,5,0,0,0,0,0
Phil Spector,0,5,0,0,0,0,1
Sherlock: A Scandal In Belgravia (Masterpiece),0,5,0,0,0,0,0
Hemingway & Gellhorn,0,5,0,0,0,0,0
American Horror Story,0,5,0,0,0,0,0
The Tonight Show Starring Jimmy Fallon,0,5,0,0,0,0,0
Anthony Bourdain Parts Unknown,0,5,0,0,0,0,0
Bury My Heart At Wounded Knee,0,5,0,0,0,0,0
Mom,0,5,0,0,7,9,60
The Starter Wife,0,5,0,0,0,0,0
Extras: The Extra Special Series Finale,0,4,0,0,0,0,0
GLOW,0,4,0,0,2,2,18
House Of Lies,0,4,0,0,0,0,0
The Kennedys,0,4,0,0,0,0,0
Prime Suspect: The Final Act (Masterpiece Theatre),0,4,0,0,0,0,0
The New Adventures Of Old Christine,0,4,0,0,0,0,0
Russian Doll,0,4,0,0,0,0,0
The Special Relationship,0,4,0,0,0,0,0
Real Time With Bill Maher,0,4,0,0,0,0,0
Baskets,0,4,0,0,0,0,0
Cranford (MASTERPIECE),0,4,0,0,0,0,0
Bernard And Doris,0,4,0,0,0,0,0
Behind The Candelabra,0,3,0,0,0,0,0
Upstairs Downstairs (Masterpiece),0,3,0,0,0,0,0
The Looney Tunes Show,0,3,0,0,0,0,0
Late Show With David Letterman,0,3,0,0,0,0,0
Mike & Molly,0,3,0,0,0,0,0
Moguls & Movie Stars,0,3,0,0,0,0,0
Schitt's Creek,0,3,0,0,0,0,0
Futurama,0,3,0,0,0,0,0
Cinema Verite,0,3,0,0,0,0,0
The Girl,0,3,0,0,0,0,0
Late Night With Seth Meyers,0,3,0,0,0,0,0
New Girl,0,3,0,0,0,0,0
